component_id	name	subsystem_id	security_notes	threat_model_refs
COMP-database-and-storage	Database and Storage Architecture	SUB-FOR-TWO-PLANE-A		
COMP-design-for-discovera	Design for discoverability and progressive complexity	SUB-FOR-TWO-PLANE-A		
COMP-documentation-requir	Documentation Required for Phase 2:	SUB-FOR-TWO-PLANE-A		
COMP-dopemux-terminal-ide	Dopemux Terminal IDE Architecture	SUB-FOR-TWO-PLANE-A		
COMP-enterprise-api-adapt	Enterprise API Adaptation for AI Agents	SUB-FOR-TWO-PLANE-A		
COMP-file-3-research-find	FILE 3: research/findings/Building a Comprehensive Agentic CLI Platform for Dev and Life Automation.pdf	SUB-FOR-TWO-PLANE-A	concerns (especially since you; issues, and then feeds back suggestions.; in mind: store API keys safely (maybe use a vault or at least environment	
COMP-for-development-team	For Development Teams	SUB-FOR-TWO-PLANE-A	Integration**: Built-in vulnerability scanning and compliance checking	
COMP-high-level-system-ar	High-Level System Architecture	SUB-FOR-TWO-PLANE-A	Authentication	
COMP-identified-for-futur	Identified for Future Development	SUB-FOR-TWO-PLANE-A	Architecture and Compliance	
COMP-implementation-roadm	Implementation roadmap for Dopemux integration	SUB-FOR-TWO-PLANE-A		
COMP-layered-architecture	Layered Architecture	SUB-FOR-TWO-PLANE-A		
COMP-leantime-mcp-server-	Leantime MCP Server architecture and capabilities	SUB-FOR-TWO-PLANE-A	Authentication	
COMP-log-decision-about-c	Log decision about code architecture	SUB-FOR-TWO-PLANE-A		
COMP-log-decision-to-use-	Log decision to use Leantime for task status	SUB-FOR-TWO-PLANE-A		
COMP-login-with-username-	Login with username/password, then use session cookies for API calls	SUB-FOR-TWO-PLANE-A		
COMP-memory-and-state-man	Memory and state management uses comprehensive SQLite architecture	SUB-FOR-TWO-PLANE-A		
COMP-multi-tier-memory-ar	Multi-Tier Memory Architecture with Letta	SUB-FOR-TWO-PLANE-A	authentication	
COMP-multi-model-api-keys	Multi-model API keys for zen-mcp	SUB-FOR-TWO-PLANE-A		
COMP-multi-stage-dockerfi	Multi-stage Dockerfile for Dopemux API	SUB-FOR-TWO-PLANE-A		
COMP-oauth-integration-fo	OAuth Integration for LLM Providers	SUB-FOR-TWO-PLANE-A	oauth; authorization; OAuth	
COMP-openai-codex-cli-cap	OpenAI Codex CLI capabilities and technical architecture	SUB-FOR-TWO-PLANE-A	authentication	
COMP-proven-architecture-	Proven Architecture Principles:	SUB-FOR-TWO-PLANE-A		
COMP-restful-and-graphql-	RESTful and GraphQL API for ADHD-Accommodated Development Platform	SUB-FOR-TWO-PLANE-A		
COMP-resolution-for-leant	Resolution for Leantime:	SUB-FOR-TWO-PLANE-A		
COMP-rich-textual-tui-int	Rich/Textual TUI integration for agent visualization	SUB-FOR-TWO-PLANE-A		
COMP-service-architecture	Service Architecture	SUB-FOR-TWO-PLANE-A		
COMP-system-architecture	System Architecture	SUB-FOR-TWO-PLANE-A		
COMP-system-architecture-	System Architecture Diagram	SUB-FOR-TWO-PLANE-A	Authentication	
COMP-use-no-mcp-flag-only	Use --no-mcp flag only if you need to skip MCP servers for debugging	SUB-FOR-TWO-PLANE-A		
COMP-week-3-agent-archite	Week 3: Agent Architecture Implementation	SUB-FOR-TWO-PLANE-A	_analyst': 'Vulnerability assessment and hardening',; analysis',	
COMP-two-plane-architectu	⚡ Two-Plane Architecture	SUB-FOR-TWO-PLANE-A		
COMP-4-1-role-based-devel	**4.1 Role-Based Development Agents**	SUB-FRAMEWORK-ECOSY	Engineers**: Vulnerability assessment, threat modeling; threat model	
COMP-adhd-optimized-visua	**ADHD-Optimized Visual Development Environment**	SUB-FRAMEWORK-ECOSY		
COMP-core-development-sta	**Core Development Stack**	SUB-FRAMEWORK-ECOSY		
COMP-7-1-phase-by-phase-d	7.1 Phase-by-Phase Development	SUB-FRAMEWORK-ECOSY	monitoring"	
COMP-adhd-optimized-ui-fr	ADHD-Optimized UI Framework	SUB-FRAMEWORK-ECOSY		
COMP-api-integration-fram	API Integration Framework	SUB-FRAMEWORK-ECOSY		
COMP-claude-code-primary-	Claude Code (Primary Development Interface)	SUB-FRAMEWORK-ECOSY		
COMP-comprehensive-techni	Comprehensive technical stack leverages Go ecosystem	SUB-FRAMEWORK-ECOSY	Authentication	
COMP-current-development-	Current Development Landscape Challenges	SUB-FRAMEWORK-ECOSY		
COMP-development-feature-	Development Feature Areas	SUB-FRAMEWORK-ECOSY		
COMP-development-workflow	Development Workflow (300-399)	SUB-FRAMEWORK-ECOSY		
COMP-free-tier-enables-ex	Free tier enables exploration	SUB-FRAMEWORK-ECOSY		
COMP-letta-framework-inte	Letta Framework Integration	SUB-FRAMEWORK-ECOSY		
COMP-memory-first-develop	Memory-First Development Pattern	SUB-FRAMEWORK-ECOSY		
COMP-phase-6-ecosystem-ex	Phase 6: Ecosystem Expansion (Year 2)	SUB-FRAMEWORK-ECOSY		
COMP-rest-api-enables-lan	REST API enables language-agnostic access	SUB-FRAMEWORK-ECOSY		
COMP-superclaude-framewor	Superclaude Framework	SUB-FRAMEWORK-ECOSY		
COMP-conclusion-memory-au	🎉 **Conclusion: Memory-Augmented Development is Operational**	SUB-FRAMEWORK-ECOSY		
COMP-revolutionary-adhd-d	🎉 **Revolutionary ADHD Development Interface**	SUB-FRAMEWORK-ECOSY		
COMP-future-enhancement-r	Future Enhancement Roadmap	SUB-FUTURE-ENHANCEM		
COMP-near-term-enhancemen	Near-Term Enhancements	SUB-FUTURE-ENHANCEM		
COMP-8-hybrid-search-rera	8. Hybrid Search Reranking Optimization	SUB-HYBRID-SCORE-FU		
COMP-option-c-hybrid-appr	Option C: Hybrid Approach (Recommended)	SUB-HYBRID-SCORE-FU		
COMP-health-checks	Health Checks	SUB-INSTALLATION-FL		
COMP-installation-flow	Installation Flow	SUB-INSTALLATION-FL	authentication	
COMP-installation-steps	Installation Steps:	SUB-INSTALLATION-FL	Authorization	
COMP-backup-strategy-read	Backup Strategy ✅ READY	SUB-INTEGRATION-STR		
COMP-decomposition-strate	Decomposition Strategy	SUB-INTEGRATION-STR	authentication; JWT	
COMP-port-allocation-stra	Port Allocation Strategy	SUB-INTEGRATION-STR		
COMP-rate-limiting-strate	Rate Limiting Strategy	SUB-INTEGRATION-STR	authentication	
COMP-versioning-strategy	Versioning Strategy	SUB-INTEGRATION-STR		
COMP-smart-volume-strateg	🔄 Smart Volume Strategy	SUB-INTEGRATION-STR		
COMP-key-technical-decisi	**Key Technical Decisions**	SUB-LEANTIME-S-TECH		
COMP-4-integration-bridge	4. Integration Bridge	SUB-LEANTIME-S-TECH	Authentication	
COMP-4-1-github-integrati	4.1 GitHub Integration	SUB-LEANTIME-S-TECH		
COMP-api-integration	API Integration	SUB-LEANTIME-S-TECH		
COMP-api-integration-deta	API Integration Details	SUB-LEANTIME-S-TECH		
COMP-add-metamcp-endpoint	Add MetaMCP endpoint integration	SUB-LEANTIME-S-TECH		
COMP-analytics-integratio	Analytics Integration	SUB-LEANTIME-S-TECH		
COMP-broker-integration	Broker integration	SUB-LEANTIME-S-TECH		
COMP-claude-code-integrat	Claude Code Integration	SUB-LEANTIME-S-TECH		
COMP-context7-integration	Context7 Integration Workflow	SUB-LEANTIME-S-TECH		
COMP-critical-licensing-c	Critical licensing constraint blocks direct integration	SUB-LEANTIME-S-TECH		
COMP-day-3-4-ccflare-inte	Day 3-4: CCFlare Integration	SUB-LEANTIME-S-TECH		
COMP-integration-bridge-a	Integration Bridge API (Port 3016)	SUB-LEANTIME-S-TECH		
COMP-integration-complexi	Integration Complexity	SUB-LEANTIME-S-TECH		
COMP-integration-errors	Integration Errors	SUB-LEANTIME-S-TECH	authentication	
COMP-integration-health-c	Integration Health Checks	SUB-LEANTIME-S-TECH		
COMP-integration-manageme	Integration Management (300-399)	SUB-LEANTIME-S-TECH	maintenance	
COMP-integration-points	Integration Points	SUB-LEANTIME-S-TECH		
COMP-integration-retry-po	Integration Retry Policies	SUB-LEANTIME-S-TECH		
COMP-integration-solution	Integration Solutions	SUB-LEANTIME-S-TECH		
COMP-integration-strategy	Integration Strategy:	SUB-LEANTIME-S-TECH		
COMP-integration-testing-	Integration Testing API	SUB-LEANTIME-S-TECH		
COMP-integration-tests	Integration Tests	SUB-LEANTIME-S-TECH		
COMP-integration-touchpoi	Integration Touchpoints	SUB-LEANTIME-S-TECH		
COMP-lazygit-integration	Lazygit Integration	SUB-LEANTIME-S-TECH		
COMP-leantime-integration	Leantime Integration (JSON-RPC over HTTP)	SUB-LEANTIME-S-TECH		
COMP-leantime-s-neurodive	Leantime's Neurodiversity Magic	SUB-LEANTIME-S-TECH		
COMP-oauth-integration-st	OAuth Integration Strategy	SUB-LEANTIME-S-TECH	oauth; authentication; OAuth	
COMP-opentelemetry-integr	OpenTelemetry Integration	SUB-LEANTIME-S-TECH	Authorization	
COMP-phase-4-ux-integrati	Phase 4: UX Integration (Week 7-8)	SUB-LEANTIME-S-TECH		
COMP-robust-api-integrati	Robust API Integration	SUB-LEANTIME-S-TECH		
COMP-serena-lsp-integrati	Serena LSP Integration API (Port 3006)	SUB-LEANTIME-S-TECH		
COMP-task-master-integrat	Task-Master Integration (MCP)	SUB-LEANTIME-S-TECH		
COMP-technical-performanc	Technical Performance	SUB-LEANTIME-S-TECH		
COMP-track-integration-pr	Track integration progress	SUB-LEANTIME-S-TECH		
COMP-universal-design-int	Universal Design Integration	SUB-LEANTIME-S-TECH		
COMP-week-14-leantime-int	Week 14: Leantime Integration	SUB-LEANTIME-S-TECH		
COMP-pomodoro-integration	🍅 Pomodoro Integration	SUB-LEANTIME-S-TECH		
COMP-technical-investigat	🔧 Technical Investigation Notes	SUB-LEANTIME-S-TECH		
COMP-import-server-config	Import server configurations	SUB-MCP-SERVER-FLAG		
COMP-focus-management-fea	**Focus Management Features**	SUB-MEMORY-SYSTEM-I		
COMP-1-flow-state-preserv	1. Flow State Preservation	SUB-MEMORY-SYSTEM-I		
COMP-1-pm-layer-project-m	1. PM Layer (Project Management Truth)	SUB-MEMORY-SYSTEM-I		
COMP-5-1-focus-management	5.1 Focus Management Features	SUB-MEMORY-SYSTEM-I		
COMP-attention-management	Attention Management	SUB-MEMORY-SYSTEM-I		
COMP-attention-state-mana	Attention State Management	SUB-MEMORY-SYSTEM-I		
COMP-consent-management	Consent Management	SUB-MEMORY-SYSTEM-I		
COMP-current-state	Current State	SUB-MEMORY-SYSTEM-I		
COMP-management-interface	Management Interfaces ✅	SUB-MEMORY-SYSTEM-I		
COMP-token-budget-managem	Token Budget Management	SUB-MEMORY-SYSTEM-I		
COMP-table-of-contents	📋 Table of Contents	SUB-MISSING-SECTION	Authentication; Features](#-security-features); authentication	
COMP-multi-model-support	Multi-Model Support	SUB-MULTI-MODEL-ORC		
COMP-adhd-friendly-ux-des	**ADHD-Friendly UX Design**	SUB-MULTI-TIER-AGEN		
COMP-api-design	**API Design** ✅	SUB-MULTI-TIER-AGEN		
COMP-2-1-complete-feature	2.1 Complete Feature Development Cycle	SUB-NEXT-PHASE-COMP	authentication	
COMP-complete-task	Complete task	SUB-NEXT-PHASE-COMP		
COMP-complete-the-task	Complete the task	SUB-NEXT-PHASE-COMP		
COMP-deployment-complete	Deployment complete	SUB-NEXT-PHASE-COMP		
COMP-get-next-actionable-	Get Next Actionable Tasks	SUB-NEXT-PHASE-COMP		
COMP-immediate-next-steps	Immediate Next Steps	SUB-NEXT-PHASE-COMP		
COMP-pattern-1-complete-t	Pattern 1: Complete Task Creation Flow (Two-Plane Architecture)	SUB-NEXT-PHASE-COMP		
COMP-step-2-complete-task	Step 2: Complete task and track streak	SUB-NEXT-PHASE-COMP		
COMP-implementation-statu	🎯 **Implementation Status**	SUB-NEXT-PHASE-COMP		
COMP-core-functionality-c	🎯 Core Functionality Coverage	SUB-NEXT-PHASE-COMP		
COMP-executive-function-s	🎯 Executive Function Support	SUB-NEXT-PHASE-COMP		
COMP-expected-working-res	🎯 Expected Working Result	SUB-NEXT-PHASE-COMP		
COMP-use-cases	🎯 Use Cases	SUB-NEXT-PHASE-COMP	, etc. (coming soon)	
COMP-next-steps	🚀 Next Steps	SUB-NEXT-PHASE-COMP		
COMP-4-api-key-issues	4. API Key Issues	SUB-O3-EXPERT-ANALY		
COMP-api-key-authenticati	API Key Authentication (Service-to-Service)	SUB-O3-EXPERT-ANALY		
COMP-api-key-length-valid	API key length validation	SUB-O3-EXPERT-ANALY		
COMP-at-least-one-api-key	At least one API key is required	SUB-O3-EXPERT-ANALY		
COMP-community-insights	Community Insights	SUB-O3-EXPERT-ANALY		
COMP-critical-expert-insi	Critical Expert Insights	SUB-O3-EXPERT-ANALY		
COMP-expert-security-insi	Expert Security Insight	SUB-O3-EXPERT-ANALY		
COMP-key-features	Key Features:	SUB-O3-EXPERT-ANALY	**: OAuth 2.0, rate limiting, and comprehensive audit logging; OAuth	
COMP-key-integration-poin	Key Integration Points:	SUB-O3-EXPERT-ANALY		
COMP-key-metrics-research	Key Metrics (Research-Validated)	SUB-O3-EXPERT-ANALY		
COMP-key-performance-indi	Key Performance Indicators	SUB-O3-EXPERT-ANALY		
COMP-key-recommendations	Key Recommendations	SUB-O3-EXPERT-ANALY		
COMP-key-success-factors	Key Success Factors	SUB-O3-EXPERT-ANALY		
COMP-api-key-auth-trouble	🔧 API Key Auth Troubleshooting	SUB-O3-EXPERT-ANALY	Authorization	
COMP-open-questions	Open Questions	SUB-OPEN-QUESTIONS		
COMP-task-list-output	Task List Output	SUB-OUTPUT-OPTIMIZA	authentication	
COMP-adhd-dashboard-overv	ADHD Dashboard Overview	SUB-OVERVIEW		
COMP-api-overview	API Overview	SUB-OVERVIEW		
COMP-overview	Overview	SUB-OVERVIEW		
COMP-1-fixed-voyageai-int	1. **Fixed VoyageAI Integration**	SUB-PERSONAL-DATA-L		
COMP-mvp-months-1-4	MVP (Months 1-4)	SUB-PHASE-3-INTEGRA		
COMP-phase-1-completion-c	Phase 1 Completion Criteria	SUB-PHASE-3-INTEGRA		
COMP-phase-1-focus-immedi	Phase 1 Focus (IMMEDIATE)	SUB-PHASE-3-INTEGRA		
COMP-phase-2-prerequisite	Phase 2 Prerequisites:	SUB-PHASE-3-INTEGRA		
COMP-phase-4-validation	Phase 4: Validation	SUB-PHASE-3-INTEGRA		
COMP-working-memory-offlo	**Working Memory Offloading**	SUB-PROJECT-MEMORY-		
COMP-1-core-project-objec	1. Core Project Objective & Key Performance Indicators (KPIs)	SUB-PROJECT-MEMORY-		
COMP-1-store-a-project-de	1. Store a project decision with context	SUB-PROJECT-MEMORY-		
COMP-3-functional-require	3. Functional Requirements & Features	SUB-PROJECT-MEMORY-		
COMP-4-non-functional-req	4. Non-Functional Requirements (NFRs)	SUB-PROJECT-MEMORY-	** All API endpoints must be authenticated via JWT tokens issued by `AuthService`. No PII is to be stored in the system. The system must comply with internal data handling policies.; JWT	
COMP-6-1-usability-requir	6.1 Usability Requirements	SUB-PROJECT-MEMORY-		
COMP-6-2-compatibility-re	6.2 Compatibility Requirements	SUB-PROJECT-MEMORY-		
COMP-7-leantime-agile-pro	7. Leantime - Agile Project Management	SUB-PROJECT-MEMORY-		
COMP-7-1-security-require	7.1 Security Requirements	SUB-PROJECT-MEMORY-	oauth; encryption; jwt	
COMP-cache-requirements-a	Cache Requirements Analysis	SUB-PROJECT-MEMORY-		
COMP-dopemux-memory-syste	Dopemux Memory System - HTTP API Demo & Usage Guide	SUB-PROJECT-MEMORY-		
COMP-dopemux-will-analyze	Dopemux will analyze project and suggest template:	SUB-PROJECT-MEMORY-		
COMP-get-project-dashboar	Get Project Dashboard	SUB-PROJECT-MEMORY-		
COMP-infrastructure-requi	Infrastructure Requirements	SUB-PROJECT-MEMORY-		
COMP-integration-requirem	Integration Requirements	SUB-PROJECT-MEMORY-		
COMP-leantime-project-man	Leantime Project Management Integration	SUB-PROJECT-MEMORY-		
COMP-memory-augmentation	Memory Augmentation	SUB-PROJECT-MEMORY-	Authentication	
COMP-memory-operations-ap	Memory Operations API	SUB-PROJECT-MEMORY-		
COMP-memory-system-overvi	Memory System Overview	SUB-PROJECT-MEMORY-		
COMP-performance-requirem	Performance Requirements	SUB-PROJECT-MEMORY-		
COMP-personal-memory-requ	Personal Memory Requirements	SUB-PROJECT-MEMORY-		
COMP-pre-launch-requireme	Pre-Launch Requirements	SUB-PROJECT-MEMORY-		
COMP-preservation-require	Preservation Requirements	SUB-PROJECT-MEMORY-		
COMP-project-context	Project Context	SUB-PROJECT-MEMORY-		
COMP-project-model	Project Model	SUB-PROJECT-MEMORY-		
COMP-project-structure	Project Structure	SUB-PROJECT-MEMORY-		
COMP-project-structure-ex	Project Structure (Expert-Refined)	SUB-PROJECT-MEMORY-	/; /                      # Security test suite; Authentication	
COMP-project-context-flow	Project context flows through vector databases	SUB-PROJECT-MEMORY-		
COMP-python-web-api-proje	Python Web API Project	SUB-PROJECT-MEMORY-		
COMP-requirements-analysi	Requirements Analysis	SUB-PROJECT-MEMORY-		
COMP-security-requirement	Security Requirements	SUB-PROJECT-MEMORY-	JWT; Authentication; Encryption	
COMP-setup-new-python-api	Setup new Python API project with ADHD optimizations	SUB-PROJECT-MEMORY-		
COMP-strategic-recommenda	Strategic recommendations align with dopemux requirements	SUB-PROJECT-MEMORY-		
COMP-user-journey-adding-	User Journey: Adding DOPEMUX to existing project	SUB-PROJECT-MEMORY-		
COMP-user-journey-creatin	User Journey: Creating new project with DOPEMUX	SUB-PROJECT-MEMORY-	authentication; JWT	
COMP-validated-memory-est	Validated memory estimates	SUB-PROJECT-MEMORY-		
COMP-component-library-st	Component Library Structure	SUB-PROJECT-STRUCTU		
COMP-directory-structure	Directory Structure	SUB-PROJECT-STRUCTU		
COMP-documentation-struct	Documentation Structure	SUB-PROJECT-STRUCTU		
COMP-persona-implementati	Persona Implementation Structure	SUB-PROJECT-STRUCTU	> efficiency"; > compliance > performance > convenience"; identity: "Security-first, OWASP compliance"	
COMP-phase-structure-ensu	Phase structure ensures iterative development	SUB-PROJECT-STRUCTU	implementation, and CI/CD pipeline setup. Each phase includes specific technical deliverables, risk assessments, and mitigation strategies.	
COMP-source-structure	Source Structure:	SUB-PURPOSE-STRUCTU		
COMP-example-2-creating-n	**Example 2: Creating New Relationships**	SUB-QUERY-EXISTING-		
COMP-18-progressive-discl	18. Progressive Disclosure Interface Patterns	SUB-QUERY-EXISTING-		
COMP-5-final-configuratio	5. **Final Configuration with New API Keys**	SUB-QUERY-EXISTING-		
COMP-7-leantime-api-and-w	7. Leantime API and Webhook Integration Patterns	SUB-QUERY-EXISTING-	authentication	
COMP-9-zed-acp-integratio	9. Zed ACP Integration Patterns	SUB-QUERY-EXISTING-	model and sandboxing for agent operations; boundaries between editor and agent operations; "	
COMP-adhd-optimized-fasta	ADHD-optimized FastAPI patterns	SUB-QUERY-EXISTING-		
COMP-api-design-patterns-	API design patterns optimize context service access	SUB-QUERY-EXISTING-	authentication	
COMP-agentic-ai-design-pa	Agentic AI Design Patterns	SUB-QUERY-EXISTING-		
COMP-before-restart	Before restart	SUB-QUERY-EXISTING-		
COMP-cached-query-second-	Cached query (second request)	SUB-QUERY-EXISTING-		
COMP-check-api-access-pat	Check API access patterns	SUB-QUERY-EXISTING-		
COMP-claude-specific-moni	Claude-specific monitoring ecosystem reveals diverse approaches	SUB-QUERY-EXISTING-		
COMP-component-interactio	Component Interaction Patterns	SUB-QUERY-EXISTING-		
COMP-database-query-first	Database query (first request)	SUB-QUERY-EXISTING-		
COMP-emergent-coordinatio	Emergent coordination patterns	SUB-QUERY-EXISTING-		
COMP-existing-edge-types-	Existing Edge Types (Preserved)	SUB-QUERY-EXISTING-		
COMP-hierarchical-coordin	Hierarchical coordination patterns	SUB-QUERY-EXISTING-	. The system employs a **Queen Agent Pattern** where a master coordinator manages specialized workers across seven distributed system topologies, from simple hierarchical structures to complex mesh networks with adaptive topology switching.	
COMP-issue-high-query-lat	Issue: High Query Latency	SUB-QUERY-EXISTING-		
COMP-modern-ux-patterns-p	Modern UX patterns prioritize visual state over command memorization	SUB-QUERY-EXISTING-		
COMP-new-adhd-specific-en	New ADHD-Specific Endpoints	SUB-QUERY-EXISTING-		
COMP-new-components	New Components	SUB-QUERY-EXISTING-		
COMP-new-node-types-13-ad	New Node Types (13 Additional)	SUB-QUERY-EXISTING-		
COMP-popular-python-tmux-	Popular Python tmux applications reveal key patterns	SUB-QUERY-EXISTING-		
COMP-practical-integratio	Practical integration patterns enable real-world deployment	SUB-QUERY-EXISTING-		
COMP-store-successful-imp	Store successful implementation patterns	SUB-QUERY-EXISTING-		
COMP-tool-design-patterns	Tool design patterns that minimize context	SUB-QUERY-EXISTING-		
COMP-with-existing-system	With Existing Systems	SUB-QUERY-EXISTING-		
COMP-opinion-dopemux-law-	**Opinion, Dopemux Law-Driven:**	SUB-RFC-TEMPLATE-DO		
COMP-create-workflow-from	Create Workflow from Template	SUB-RFC-TEMPLATE-DO	Authentication	
COMP-dopemux-api-document	Dopemux API Documentation	SUB-RFC-TEMPLATE-DO		
COMP-dopemux-workflow-orc	Dopemux workflow orchestration implementation	SUB-RFC-TEMPLATE-DO		
COMP-effective-template-s	Effective template structures	SUB-RFC-TEMPLATE-DO		
COMP-test-4-template-work	Test 4: Template workflow	SUB-RFC-TEMPLATE-DO	authentication	
COMP-example-3-filtered-r	**Example 3: Filtered Relationship Queries**	SUB-SECTION-3-CONTE		
COMP-phase-3-ui-integrati	**Phase 3: UI Integration**	SUB-SECTION-3-CONTE		
COMP-phase-3-user-experie	**Phase 3: User Experience** (Design complete)	SUB-SECTION-3-CONTE		
COMP-3-2-technical-contex	3.2 Technical Context	SUB-SECTION-3-CONTE		
COMP-4-context-window	4. Context Window	SUB-SECTION-3-CONTE		
COMP-4-long-context-route	4. Long Context Route	SUB-SECTION-3-CONTE		
COMP-attention-context-fi	Attention Context Filtering	SUB-SECTION-3-CONTE		
COMP-context	Context	SUB-SECTION-3-CONTE		
COMP-context-preservation	Context Preservation Across Systems	SUB-SECTION-3-CONTE		
COMP-context-synchronizat	Context Synchronization Strategy	SUB-SECTION-3-CONTE		
COMP-context-token-flow	Context Token Flow	SUB-SECTION-3-CONTE		
COMP-context-retrieval-15	Context retrieval: ~15ms	SUB-SECTION-3-CONTE		
COMP-dynamic-context-asse	Dynamic Context Assembly	SUB-SECTION-3-CONTE		
COMP-essential-context-qu	Essential Context Questions	SUB-SECTION-3-CONTE		
COMP-get-current-context	Get Current Context	SUB-SECTION-3-CONTE		
COMP-get-full-context-ins	Get full context instantly (Redis cached)	SUB-SECTION-3-CONTE		
COMP-mcd-main-context-doc	MCD (Main Context Document) Model	SUB-SECTION-3-CONTE		
COMP-mcp-integration-prov	MCP integration provides standardized context protocols	SUB-SECTION-3-CONTE		
COMP-manual-context-savin	Manual context saving	SUB-SECTION-3-CONTE	JWT	
COMP-pattern-3-status-upd	Pattern 3: Status Update Propagation	SUB-SECTION-3-CONTE		
COMP-phase-3-advanced-fea	Phase 3: Advanced Features (Architecture Supports)	SUB-SECTION-3-CONTE		
COMP-quick-context-check-	Quick context check (ADHD: "Where was I?")	SUB-SECTION-3-CONTE		
COMP-quick-context-recove	Quick context recovery	SUB-SECTION-3-CONTE		
COMP-set-initial-context	Set initial context	SUB-SECTION-3-CONTE		
COMP-test-3-decision-logg	Test 3: Decision Logging	SUB-SECTION-3-CONTE		
COMP-test-3-template-crea	Test 3: Template creation load	SUB-SECTION-3-CONTE		
COMP-test-3-update-task-s	Test 3: Update task status	SUB-SECTION-3-CONTE		
COMP-test-context-surviva	Test context survival	SUB-SECTION-3-CONTE		
COMP-update-context-auto-	Update Context (Auto-Saves Every 30s)	SUB-SECTION-3-CONTE		
COMP-update-context	Update context	SUB-SECTION-3-CONTE		
COMP-update-context-after	Update context after code exploration	SUB-SECTION-3-CONTE	authentication	
COMP-update-context-to-re	Update context to reflect decision made	SUB-SECTION-3-CONTE		
COMP-verify-context-was-s	Verify context was saved	SUB-SECTION-3-CONTE		
COMP-decision-3-build-doc	✅ **Decision 3: Build Doc-Context MCP Server**	SUB-SECTION-3-CONTE		
COMP-sample-devlog-block-	**Sample Devlog Block (YAML, block-indexed)**	SUB-SECTION-5-BUILD		
COMP-test-5-get-actionabl	Test 5: Get actionable tasks	SUB-SECTION-5-BUILD		
COMP-what-we-re-building	What We're Building	SUB-SECTION-5-BUILD		
COMP-2-completion-detecti	2. Completion Detection Engine	SUB-SENSITIVE-CONTE		
COMP-context-switch-detec	Context switch detection via directory changes	SUB-SENSITIVE-CONTE		
COMP-full-semantic-search	Full semantic search across all content	SUB-SENSITIVE-CONTE		
COMP-search-by-tag-conten	Search by tag content	SUB-SENSITIVE-CONTE	&type=decisions" | jq '.results.decisions | length'	
COMP-sensitive-content-de	Sensitive Content Detection	SUB-SENSITIVE-CONTE		
COMP-privacy-filter-py-fi	privacy-filter.py - Filter sensitive information before storage	SUB-SENSITIVE-CONTE	JWT	
COMP-1-performance-metric	1. Performance Metrics	SUB-SUCCESS-METRICS		
COMP-check-prometheus-met	Check Prometheus metrics	SUB-SUCCESS-METRICS		
COMP-critical-success-fac	Critical Success Factors	SUB-SUCCESS-METRICS		
COMP-event-stream-metrics	Event Stream Metrics	SUB-SUCCESS-METRICS		
COMP-performance-metrics	Performance Metrics	SUB-SUCCESS-METRICS		
COMP-prometheus-metrics	Prometheus metrics	SUB-SUCCESS-METRICS		
COMP-proven-metrics	Proven Metrics	SUB-SUCCESS-METRICS		
COMP-quality-metrics	Quality Metrics	SUB-SUCCESS-METRICS		
COMP-restore-success-outp	Restore Success Output	SUB-SUCCESS-METRICS	authentication; JWT	
COMP-success-criteria	Success Criteria	SUB-SUCCESS-METRICS		
COMP-zen-mcp-performance-	zen-mcp Performance Metrics	SUB-SUCCESS-METRICS		
COMP-observability-stack	Observability Stack	SUB-TECHNOLOGY-STAC		
COMP-primary-testing-stac	Primary Testing Stack	SUB-TECHNOLOGY-STAC		
COMP-technology-stack-con	Technology Stack (CONFIRMED)	SUB-TECHNOLOGY-STAC		
COMP-25-minutes-of-work	... 25 minutes of work ...	SUB-THE-12-SECTIONS		
COMP-1-leantime-db-pm-sou	1. Leantime DB (PM Source of Truth)	SUB-THE-12-SECTIONS		
COMP-advantages-of-letta-	Advantages of Letta Framework:	SUB-THE-12-SECTIONS		
COMP-conclusion-building-	Conclusion: building the optimal tmux experience	SUB-THE-12-SECTIONS		
COMP-explore-the-impact-o	Explore the impact of a specific decision	SUB-THE-12-SECTIONS		
COMP-file-2-research-inte	FILE 2: research/integrations/Analysis of Claude Code Integration (Features, Workflows & Benefits).pdf	SUB-THE-12-SECTIONS	feature that learns what is normal in the current; and optimization hook outputs and examples , demonstrating how the system learns; Before the AI executes any tool or shell command, the configured	
COMP-run-the-example	Run the example	SUB-THE-12-SECTIONS		
COMP-see-the-full-impleme	See the full implementation chain	SUB-THE-12-SECTIONS		
COMP-start-the-server	Start the server	SUB-THE-12-SECTIONS		
COMP-the-dopemux-solution	The DOPEMUX Solution	SUB-THE-12-SECTIONS		
COMP-the-mcp-integration-	The MCP integration landscape reveals critical gaps	SUB-THE-12-SECTIONS	authentication	
COMP-the-problem-we-re-so	The Problem We're Solving	SUB-THE-12-SECTIONS		
COMP-trace-all-downstream	Trace all downstream effects of a decision	SUB-THE-12-SECTIONS		
COMP-understanding-the-in	Understanding the Interface	SUB-THE-12-SECTIONS		
COMP-use-the-metamcp-web-	Use the MetaMCP Web UI or API	SUB-THE-12-SECTIONS	Authorization	
COMP-leantime-s-technical	Leantime's technical foundation enables flexible integration	SUB-THE-FOUNDATION-	Authentication	
COMP-critical-path-server	**Critical Path Servers (Highest Priority)**	SUB-TIER-2-SPECIALI		
COMP-context-optimizer-mc	Context Optimizer MCP Server: Specialized NPM solution	SUB-TIER-2-SPECIALI		
