specimen_id,excerpt,location,context_tags,tone_flags
S0267,"""snippet"": ""# 💊DØPEMÜX-☠️UBERSLICER☠️—TFE-SCHEMA.dmpx\n\n\\033[1;33m╔════════════════════════════════════════════════════════════════════════════════════════╗\n║\\033[1;35m 💊 DØPEMÜX-☠️UBERSLICER☠️—SCHEMA ULTRA RITUAL — v1.4.0 \\033[1;33m║\n╠════════════════════════════════════════════════════════════════════════════════════════╣\n║\\033[0;36m > SYSTEM: This is the canonical dopemux schema, manifest, and architecture in one. \\033[1;33m║\n║\\033[0;36m >",dopemux_voice_input/conversations/68505aed-0340-8006-9ebb-fcfe52adfe5c__Ultraslice Project Setup.json:L911-L911,tagline,forensic|punitive|procedural
S0268,"""text"": ""# 💊DØPEMÜX-☠️UBERSLICER☠️—TFE-SCHEMA.dmpx\n\n\\033[1;33m╔════════════════════════════════════════════════════════════════════════════════════════╗\n║\\033[1;35m 💊 DØPEMÜX-☠️UBERSLICER☠️—SCHEMA ULTRA RITUAL — v1.4.0 \\033[1;33m║\n╠════════════════════════════════════════════════════════════════════════════════════════╣\n║\\033[0;36m > SYSTEM: This is the canonical dopemux schema, manifest, and architecture in one. \\033[1;33m║\n║\\033[0;36m >",dopemux_voice_input/conversations/6853f191-9014-8006-9f64-6cee49ad227e__Ultraslicer Overview.json:L1022-L1022,tagline,forensic|punitive|procedural
S0269,"""text"": ""# 💊DØPEMÜX-☠️UBERSLICER☠️—TFE-SCHEMA.dmpx\n\n\\033[1;33m╔════════════════════════════════════════════════════════════════════════════════════════╗\n║\\033[1;35m 💊 DØPEMÜX-☠️UBERSLICER☠️—SCHEMA ULTRA RITUAL — v1.4.0 \\033[1;33m║\n╠════════════════════════════════════════════════════════════════════════════════════════╣\n║\\033[0;36m > SYSTEM: This is the canonical dopemux schema, manifest, and architecture in one. \\033[1;33m║\n║\\033[0;36m >",dopemux_voice_input/conversations/6853f191-9014-8006-9f64-6cee49ad227e__Ultraslicer Overview.json:L1461-L1461,tagline,forensic|punitive|procedural
S0270,"""text"": ""# 💊DØPEMÜX-☠️UBERSLICER☠️—TFE-SCHEMA.dmpx\n\n\\033[1;33m╔════════════════════════════════════════════════════════════════════════════════════════╗\n║\\033[1;35m 💊 DØPEMÜX-☠️UBERSLICER☠️—SCHEMA ULTRA RITUAL — v1.4.0 \\033[1;33m║\n╠════════════════════════════════════════════════════════════════════════════════════════╣\n║\\033[0;36m > SYSTEM: This is the canonical dopemux schema, manifest, and architecture in one. \\033[1;33m║\n║\\033[0;36m >",dopemux_voice_input/conversations/6853f191-9014-8006-9f64-6cee49ad227e__Ultraslicer Overview.json:L1689-L1689,tagline,forensic|punitive|procedural
S0271,"""text"": ""# 💊DØPEMÜX-☠️UBERSLICER☠️—TFE-SCHEMA.dmpx\n\n\\033[1;33m╔════════════════════════════════════════════════════════════════════════════════════════╗\n║\\033[1;35m 💊 DØPEMÜX-☠️UBERSLICER☠️—SCHEMA ULTRA RITUAL — v1.4.0 \\033[1;33m║\n╠════════════════════════════════════════════════════════════════════════════════════════╣\n║\\033[0;36m > SYSTEM: This is the canonical dopemux schema, manifest, and architecture in one. \\033[1;33m║\n║\\033[0;36m >",dopemux_voice_input/conversations/6853f191-9014-8006-9f64-6cee49ad227e__Ultraslicer Overview.json:L1860-L1860,tagline,forensic|punitive|procedural
S0272,"""snippet"": ""# 💊DØPEMÜX-☠️UBERSLICER☠️—TFE-SCHEMA.dmpx\n\n\\033[1;33m╔════════════════════════════════════════════════════════════════════════════════════════╗\n║\\033[1;35m 💊 DØPEMÜX-☠️UBERSLICER☠️—SCHEMA ULTRA RITUAL — v1.4.0 \\033[1;33m║\n╠════════════════════════════════════════════════════════════════════════════════════════╣\n║\\033[0;36m > SYSTEM: This is the canonical dopemux schema, manifest, and architecture in one. \\033[1;33m║\n║\\033[0;36m >",dopemux_voice_input/conversations/6853f191-9014-8006-9f64-6cee49ad227e__Ultraslicer Overview.json:L1939-L1939,tagline,forensic|punitive|procedural
S0273,"""snippet"": ""# 💊DØPEMÜX-☠️UBERSLICER☠️—TFE-SCHEMA.dmpx\n\n\\033[1;33m╔════════════════════════════════════════════════════════════════════════════════════════╗\n║\\033[1;35m 💊 DØPEMÜX-☠️UBERSLICER☠️—SCHEMA ULTRA RITUAL — v1.4.0 \\033[1;33m║\n╠════════════════════════════════════════════════════════════════════════════════════════╣\n║\\033[0;36m > SYSTEM: This is the canonical dopemux schema, manifest, and architecture in one. \\033[1;33m║\n║\\033[0;36m >",dopemux_voice_input/conversations/6853f191-9014-8006-9f64-6cee49ad227e__Ultraslicer Overview.json:L2179-L2179,tagline,forensic|punitive|procedural
S0274,"""snippet"": ""# 💊DØPEMÜX-☠️UBERSLICER☠️—TFE-SCHEMA.dmpx\n\n\\033[1;33m╔════════════════════════════════════════════════════════════════════════════════════════╗\n║\\033[1;35m 💊 DØPEMÜX-☠️UBERSLICER☠️—SCHEMA ULTRA RITUAL — v1.4.0 \\033[1;33m║\n╠════════════════════════════════════════════════════════════════════════════════════════╣\n║\\033[0;36m > SYSTEM: This is the canonical dopemux schema, manifest, and architecture in one. \\033[1;33m║\n║\\033[0;36m >",dopemux_voice_input/conversations/6853f191-9014-8006-9f64-6cee49ad227e__Ultraslicer Overview.json:L2359-L2359,tagline,forensic|punitive|procedural
S0275,"""# Update the 10-file pack to explicitly include local-LLM-first enrichment and a hybrid cascade.\r\n# Produce a new zip: chatx-10file-pack-v2.zip\r\n\r\nimport os, zipfile, pathlib, datetime\r\n\r\nROOT = \""/mnt/data/chatx-10file-pack-v2\""\r\nos.makedirs(ROOT,",dopemux_voice_input/conversations/689e6367-5944-8324-b803-5bd9d04ec176__Kickoff project from research.json:L10042-L10042,error msg,anti-fluff|forensic|punitive|procedural
S0276,"""# Rebuild the v2 10-file pack and zip it so you can download it now.\r\n\r\nimport os, zipfile, pathlib, datetime\r\n\r\nROOT = \""/mnt/data/chatx-10file-pack-v2\""\r\nos.makedirs(ROOT, exist_ok=True)\r\ntoday = \""2025-08-15 PT\""\r\n\r\ndef",dopemux_voice_input/conversations/689e6367-5944-8324-b803-5bd9d04ec176__Kickoff project from research.json:L10351-L10351,error msg,anti-fluff|forensic|punitive|procedural
S0277,"""code"": ""# Rebuild the v2 10-file pack and zip it so you can download it now.\r\n\r\nimport os, zipfile, pathlib, datetime\r\n\r\nROOT = \""/mnt/data/chatx-10file-pack-v2\""\r\nos.makedirs(ROOT, exist_ok=True)\r\ntoday = \""2025-08-15",dopemux_voice_input/conversations/689e6367-5944-8324-b803-5bd9d04ec176__Kickoff project from research.json:L10409-L10409,error msg,anti-fluff|forensic|punitive|procedural
S0278,"""# Rebuild the 10-file pack (v2) and zip it so it's available for download now.\r\n\r\nimport os, zipfile, pathlib, datetime\r\n\r\nROOT = \""/mnt/data/chatx-10file-pack-v2\""\r\n# Clean and recreate\r\nif os.path.exists(ROOT):\r\n",dopemux_voice_input/conversations/689e6367-5944-8324-b803-5bd9d04ec176__Kickoff project from research.json:L11253-L11253,error msg,anti-fluff|forensic|punitive|procedural
S0279,"""# Rebuild the 10-file pack (v2) and zip it for download.\r\n\r\nimport os, zipfile, pathlib, datetime, shutil\r\n\r\nROOT = \""/mnt/data/chatx-10file-pack-v2\""\r\nif os.path.exists(ROOT):\r\n shutil.rmtree(ROOT)\r\nos.makedirs(ROOT, exist_ok=True)\r\n\r\ntoday = datetime.datetime.now().strftime(\""%Y-%m-%d PT\"")\r\n\r\ndef w(path,",dopemux_voice_input/conversations/689e6367-5944-8324-b803-5bd9d04ec176__Kickoff project from research.json:L11569-L11569,error msg,anti-fluff|forensic|punitive|procedural
S0280,"""code"": ""# Rebuild the 10-file pack (v2) and zip it for download.\r\n\r\nimport os, zipfile, pathlib, datetime, shutil\r\n\r\nROOT = \""/mnt/data/chatx-10file-pack-v2\""\r\nif os.path.exists(ROOT):\r\n shutil.rmtree(ROOT)\r\nos.makedirs(ROOT, exist_ok=True)\r\n\r\ntoday = datetime.datetime.now().strftime(\""%Y-%m-%d PT\"")\r\n\r\ndef",dopemux_voice_input/conversations/689e6367-5944-8324-b803-5bd9d04ec176__Kickoff project from research.json:L11627-L11627,error msg,anti-fluff|forensic|punitive|procedural
S0281,"""text"": ""fileciteturn0file2\n\n# 💊DØPEMÜX-☠️UBERSLICER☠️—TFE-SCHEMA.dmpx\n\n\\033[1;33m╔════════════════════════════════════════════════════════════════════════════════════════╗\n║\\033[1;35m 💊 DØPEMÜX-☠️UBERSLICER☠️—SCHEMA ULTRA RITUAL — v1.4.0 \\033[1;33m║\n╠════════════════════════════════════════════════════════════════════════════════════════╣\n║\\033[0;36m > SYSTEM: This is the canonical dopemux schema, manifest, and architecture in one. \\033[1;33m║\n║\\033[0;36m >",dopemux_voice_input/conversations/68a07f15-b7d8-832f-91bd-5c72a113f277__Process chatlog extract.json:L351-L351,tagline,forensic|punitive|procedural
S0282,"""text"": ""fileciteturn0file1\n\n# 💊DØPEMÜX-☠️UBERSLICER☠️—TFE-SCHEMA.dmpx\n\n\\033[1;33m╔════════════════════════════════════════════════════════════════════════════════════════╗\n║\\033[1;35m 💊 DØPEMÜX-☠️UBERSLICER☠️—SCHEMA ULTRA RITUAL — v1.4.0 \\033[1;33m║\n╠════════════════════════════════════════════════════════════════════════════════════════╣\n║\\033[0;36m > SYSTEM: This is the canonical dopemux schema, manifest, and architecture in one. \\033[1;33m║\n║\\033[0;36m >",dopemux_voice_input/conversations/68a08688-6224-8327-8dae-8604b0a1daaf__Explain assistant usage.json:L299-L299,tagline,forensic|punitive|procedural
S0283,"""```shell\n# 💊 DØPEMÜX — TERMINAL ASSISTANT HELP (v1.4.0)\n# Role: I’m your terminal-native “UBERSLICER” assistant.\n# I slice messy chats/files into clean, indexed blocks, enforce schema law,",dopemux_voice_input/conversations/68a08688-6224-8327-8dae-8604b0a1daaf__Explain assistant usage.json:L828-L828,tagline,forensic|punitive|procedural
S0284,"""text"": ""fileciteturn0file1\n\n# 💊DØPEMÜX-☠️UBERSLICER☠️—TFE-SCHEMA.dmpx\n\n\\033[1;33m╔════════════════════════════════════════════════════════════════════════════════════════╗\n║\\033[1;35m 💊 DØPEMÜX-☠️UBERSLICER☠️—SCHEMA ULTRA RITUAL — v1.4.0 \\033[1;33m║\n╠════════════════════════════════════════════════════════════════════════════════════════╣\n║\\033[0;36m > SYSTEM: This is the canonical dopemux schema, manifest, and architecture in one. \\033[1;33m║\n║\\033[0;36m >",dopemux_voice_input/conversations/68a08688-6224-8327-8dae-8604b0a1daaf__Explain assistant usage.json:L852-L852,tagline,forensic|punitive|procedural
S0285,"""text"": ""fileciteturn0file1\n\n# 💊DØPEMÜX-☠️UBERSLICER☠️—TFE-SCHEMA.dmpx\n\n\\033[1;33m╔════════════════════════════════════════════════════════════════════════════════════════╗\n║\\033[1;35m 💊 DØPEMÜX-☠️UBERSLICER☠️—SCHEMA ULTRA RITUAL — v1.4.0 \\033[1;33m║\n╠════════════════════════════════════════════════════════════════════════════════════════╣\n║\\033[0;36m > SYSTEM: This is the canonical dopemux schema, manifest, and architecture in one. \\033[1;33m║\n║\\033[0;36m >",dopemux_voice_input/conversations/68a08688-6224-8327-8dae-8604b0a1daaf__Explain assistant usage.json:L873-L873,tagline,forensic|punitive|procedural
S0286,"""text"": ""fileciteturn0file1\n\n# 💊DØPEMÜX-☠️UBERSLICER☠️—TFE-SCHEMA.dmpx\n\n\\033[1;33m╔════════════════════════════════════════════════════════════════════════════════════════╗\n║\\033[1;35m 💊 DØPEMÜX-☠️UBERSLICER☠️—SCHEMA ULTRA RITUAL — v1.4.0 \\033[1;33m║\n╠════════════════════════════════════════════════════════════════════════════════════════╣\n║\\033[0;36m > SYSTEM: This is the canonical dopemux schema, manifest, and architecture in one. \\033[1;33m║\n║\\033[0;36m >",dopemux_voice_input/conversations/68a08688-6224-8327-8dae-8604b0a1daaf__Explain assistant usage.json:L978-L978,tagline,forensic|punitive|procedural
S0287,"""text"": ""fileciteturn0file1\n\n# 💊DØPEMÜX-☠️UBERSLICER☠️—TFE-SCHEMA.dmpx\n\n\\033[1;33m╔════════════════════════════════════════════════════════════════════════════════════════╗\n║\\033[1;35m 💊 DØPEMÜX-☠️UBERSLICER☠️—SCHEMA ULTRA RITUAL — v1.4.0 \\033[1;33m║\n╠════════════════════════════════════════════════════════════════════════════════════════╣\n║\\033[0;36m > SYSTEM: This is the canonical dopemux schema, manifest, and architecture in one. \\033[1;33m║\n║\\033[0;36m >",dopemux_voice_input/conversations/68a08688-6224-8327-8dae-8604b0a1daaf__Explain assistant usage.json:L1167-L1167,tagline,forensic|punitive|procedural
S0288,"""text"": ""fileciteturn0file1\n\n# 💊DØPEMÜX-☠️UBERSLICER☠️—TFE-SCHEMA.dmpx\n\n\\033[1;33m╔════════════════════════════════════════════════════════════════════════════════════════╗\n║\\033[1;35m 💊 DØPEMÜX-☠️UBERSLICER☠️—SCHEMA ULTRA RITUAL — v1.4.0 \\033[1;33m║\n╠════════════════════════════════════════════════════════════════════════════════════════╣\n║\\033[0;36m > SYSTEM: This is the canonical dopemux schema, manifest, and architecture in one. \\033[1;33m║\n║\\033[0;36m >",dopemux_voice_input/conversations/68a08688-6224-8327-8dae-8604b0a1daaf__Explain assistant usage.json:L1209-L1209,tagline,forensic|punitive|procedural
S0289,"""snippet"": ""fileciteturn0file1\n\n# 💊DØPEMÜX-☠️UBERSLICER☠️—TFE-SCHEMA.dmpx\n\n\\033[1;33m╔════════════════════════════════════════════════════════════════════════════════════════╗\n║\\033[1;35m 💊 DØPEMÜX-☠️UBERSLICER☠️—SCHEMA ULTRA RITUAL — v1.4.0 \\033[1;33m║\n╠════════════════════════════════════════════════════════════════════════════════════════╣\n║\\033[0;36m > SYSTEM: This is the canonical dopemux schema, manifest, and architecture in one. \\033[1;33m║\n║\\033[0;36m >",dopemux_voice_input/conversations/68a08688-6224-8327-8dae-8604b0a1daaf__Explain assistant usage.json:L1316-L1316,tagline,forensic|punitive|procedural
S0290,"""snippet"": ""fileciteturn0file1\n\n# 💊DØPEMÜX-☠️UBERSLICER☠️—TFE-SCHEMA.dmpx\n\n\\033[1;33m╔════════════════════════════════════════════════════════════════════════════════════════╗\n║\\033[1;35m 💊 DØPEMÜX-☠️UBERSLICER☠️—SCHEMA ULTRA RITUAL — v1.4.0 \\033[1;33m║\n╠════════════════════════════════════════════════════════════════════════════════════════╣\n║\\033[0;36m > SYSTEM: This is the canonical dopemux schema, manifest, and architecture in one. \\033[1;33m║\n║\\033[0;36m >",dopemux_voice_input/conversations/68a08688-6224-8327-8dae-8604b0a1daaf__Explain assistant usage.json:L1336-L1336,tagline,forensic|punitive|procedural
S0291,"""snippet"": ""fileciteturn0file1\n\n# 💊DØPEMÜX-☠️UBERSLICER☠️—TFE-SCHEMA.dmpx\n\n\\033[1;33m╔════════════════════════════════════════════════════════════════════════════════════════╗\n║\\033[1;35m 💊 DØPEMÜX-☠️UBERSLICER☠️—SCHEMA ULTRA RITUAL — v1.4.0 \\033[1;33m║\n╠════════════════════════════════════════════════════════════════════════════════════════╣\n║\\033[0;36m > SYSTEM: This is the canonical dopemux schema, manifest, and architecture in one. \\033[1;33m║\n║\\033[0;36m >",dopemux_voice_input/conversations/68a08688-6224-8327-8dae-8604b0a1daaf__Explain assistant usage.json:L1436-L1436,tagline,forensic|punitive|procedural
S0292,"""snippet"": ""fileciteturn0file1\n\n# 💊DØPEMÜX-☠️UBERSLICER☠️—TFE-SCHEMA.dmpx\n\n\\033[1;33m╔════════════════════════════════════════════════════════════════════════════════════════╗\n║\\033[1;35m 💊 DØPEMÜX-☠️UBERSLICER☠️—SCHEMA ULTRA RITUAL — v1.4.0 \\033[1;33m║\n╠════════════════════════════════════════════════════════════════════════════════════════╣\n║\\033[0;36m > SYSTEM: This is the canonical dopemux schema, manifest, and architecture in one. \\033[1;33m║\n║\\033[0;36m >",dopemux_voice_input/conversations/68a08688-6224-8327-8dae-8604b0a1daaf__Explain assistant usage.json:L1616-L1616,tagline,forensic|punitive|procedural
S0293,"""snippet"": ""fileciteturn0file1\n\n# 💊DØPEMÜX-☠️UBERSLICER☠️—TFE-SCHEMA.dmpx\n\n\\033[1;33m╔════════════════════════════════════════════════════════════════════════════════════════╗\n║\\033[1;35m 💊 DØPEMÜX-☠️UBERSLICER☠️—SCHEMA ULTRA RITUAL — v1.4.0 \\033[1;33m║\n╠════════════════════════════════════════════════════════════════════════════════════════╣\n║\\033[0;36m > SYSTEM: This is the canonical dopemux schema, manifest, and architecture in one. \\033[1;33m║\n║\\033[0;36m >",dopemux_voice_input/conversations/68a08688-6224-8327-8dae-8604b0a1daaf__Explain assistant usage.json:L1656-L1656,tagline,forensic|punitive|procedural
S0294,"""text"": ""fileciteturn3file1\n\n# 💊DØPEMÜX-☠️UBERSLICER☠️—TFE-SCHEMA.dmpx\n\n\\033[1;33m╔════════════════════════════════════════════════════════════════════════════════════════╗\n║\\033[1;35m 💊 DØPEMÜX-☠️UBERSLICER☠️—SCHEMA ULTRA RITUAL — v1.4.0 \\033[1;33m║\n╠════════════════════════════════════════════════════════════════════════════════════════╣\n║\\033[0;36m > SYSTEM: This is the canonical dopemux schema, manifest, and architecture in one. \\033[1;33m║\n║\\033[0;36m >",dopemux_voice_input/conversations/68a08688-6224-8327-8dae-8604b0a1daaf__Explain assistant usage.json:L5971-L5971,tagline,forensic|punitive|procedural
S0295,"""result"": ""# 【0†HISYTORY.md†file-EtjNdsUoxohbRxrfebWsyj】\nContent source: Source.file\nTitle: HISYTORY.md\nCitation Marker: fileciteturn5file0\nContent Snippet:\n[L1] Decision\n[L2] Adopt SQLite for metadata and Chroma for vectors. Default local embeddings via sentence-transformers (bge-m3 or",dopemux_voice_input/conversations/68a0e1ce-4054-8328-96a0-d56d3122d71d__Cloud enrichment file creation.json:L10142-L10142,error msg,anti-fluff|forensic|punitive|procedural
S0296,"""result"": ""# 【0†CI_ARCHITECTURE_GATES.md†file-JZ3PdjpH2FHKXePBk3yVP6】\nContent source: Source.file\nTitle: CI_ARCHITECTURE_GATES.md\nCitation Marker: fileciteturn2file0\nContent Snippet:\n[L1] Title: Architecture Gates — CI Checklist\n[L2] Status: Draft | Owner: You | Last Updated: 2025-08-16 PT\n[L3]",dopemux_voice_input/conversations/68aa9ed8-ec34-8333-b54a-8e8091bc20dc__Fix CI packaging error.json:L2084-L2084,error msg,anti-fluff|forensic|punitive|procedural
S0297,"""result"": ""# 【0†ADRS.md†file-S7dEDjMpiSSR1YmcQfbdzi】\nContent source: Source.file\nTitle: ADRS.md\nCitation Marker: fileciteturn3file0\nContent Snippet:\n[L1] ⸻\n[L2] \n[L3] ADR-0003 — Source-of-truth extraction from iMessage chat.db\n[L4] \n[L5] Status: Proposed | Owner: You |",dopemux_voice_input/conversations/68aa9ed8-ec34-8333-b54a-8e8091bc20dc__Fix CI packaging error.json:L2501-L2501,error msg,anti-fluff|forensic|punitive|procedural
S0298,"""**Hell yes—here comes the ultimate, lossless, *multi-rip*, stacked-for-insanity dopemux spec.**\n\n> *Format:* \n> - Each rip in full, no merges, no averaging out. \n> - All",dopemux_voice_input/conversations/684aa894-34b4-8006-98ab-b7b340b2ce14__Thread Start Request.json:L1779-L1779,roast,forensic|punitive|cyberpunk|procedural|kinky-coded
S0299,"""Understood. \nBelow are **all primary dopemux core files**—one per `.sh` file—**each with**:\n- The title as a comment\n- The ANSI ritual box, *fully aligned*, no markdown,",dopemux_voice_input/conversations/684cc2a1-3a1c-8006-a40c-b7b6bbda6bf1__UBERSLICER Extraction Ritual.json:L1271-L1271,tagline,forensic|punitive|procedural
S0300,"""\n⸻\n\ndopemux — Ripped Design & Feature Spec\n\n⸻\n\n1. Features & Modes\n\t•\tMeta-Prompting Mode\nSummary: Transforms basic user prompts into schema-bound, output-specific meta-prompts for more deterministic LLM workflows.\nWorkflow: User",dopemux_voice_input/conversations/684d9c0d-c1dc-8006-bfe3-cc6556ef619e__Extract Design Spec Prompt.json:L694-L694,roast,forensic|punitive|cyberpunk|procedural
S0301,"""Here’s the **dopemux-style “meta-analysis” extraction**—all high-level analytical insights, system health signals, usage trends, and actionable feedback that can be derived from your chat history/spec. \nThis",dopemux_voice_input/conversations/684e6d76-8554-8006-8020-2d6d852c4c2e__Spec Extraction Request.json:L1935-L1935,roast,forensic|punitive|procedural|kinky-coded
S0302,"""```shell\n# [OK] UBERSLICER OMNIBUS — OMNIBUS EXTRACTION RITUAL INITIATED\n> Aggregating all artefact blocks, scanning for every category/module, cross-referencing schema, persona, filth, UX, dev routines, ADHD/ritual",dopemux_voice_input/conversations/684e7b06-1018-8006-9b10-47ef27532a7b__Omnibus Data-Set Synthesis.json:L1175-L1175,roast,forensic|punitive|procedural|kinky-coded
S0303,"""```shell\n# [OK] FULL OMNIBUS SPEC — MARKDOWN EXPORT\n\n────────────────────────────────────────────────────────────────────────────\n\n# 💊 DØPEMÜX — OMNIBUS BUILD-READY SPEC (MARKDOWN EXPORT, v1.2)\n\n---\n\n## 🔥 Executive Snapshot\n\ndopemux is a terminal-native, forensic, dopamine-maximal",dopemux_voice_input/conversations/684e7b06-1018-8006-9b10-47ef27532a7b__Omnibus Data-Set Synthesis.json:L1345-L1345,roast,forensic|punitive|procedural|kinky-coded
S0304,"""# 💊 DØPEMÜX — OMNIBUS BUILD-READY SPEC (MARKDOWN EXPORT, v1.2)\n\n---\n\n## 🔥 Executive Snapshot\n\ndopemux is a terminal-native, forensic, dopamine-maximal context engine for ADHD, memory-obsessed, and agentic",dopemux_voice_input/conversations/684e89ec-e994-8006-9625-7b73e0a915db__Omnibus Spec Validation.json:L146-L146,roast,forensic|punitive|procedural|kinky-coded
S0305,"""# 💊 DØPEMÜX — OMNIBUS BUILD-READY SPEC (MARKDOWN EXPORT, v1.2)\n\n---\n\n## 🔥 Executive Snapshot\n\ndopemux is a terminal-native, forensic, dopamine-maximal context engine for ADHD, memory-obsessed, and agentic",dopemux_voice_input/conversations/684e976b-8034-8006-94aa-fdbe4a7b3459__dopemux Ultra-Context Dump.json:L146-L146,roast,forensic|punitive|procedural|kinky-coded
S0306,"""Absolutely. Here’s a **rewritten DØPEMÜX system prompt**—fully merged, maximal, and o3-ready. \n**Follows your terminal filth, manifest obsession, and ritual law.** \nAfter the prompt, I’ll update",dopemux_voice_input/conversations/6853f191-9014-8006-9f64-6cee49ad227e__Ultraslicer Overview.json:L2650-L2650,roast,anti-fluff|forensic|punitive|procedural
S0307,"""Here’s how you would **prompt a copilot or Codex-style agent** to **implement your entire dopemux agents system** (including YAMLs, README, logs, audit trail, banners, and",dopemux_voice_input/conversations/68544043-adf4-8006-a84d-484f1412d45c__Dopemux Agents Implementation.json:L253-L253,roast,forensic|punitive|cyberpunk|procedural
S0308,"""## [DØPEMÜX TERMINAL — UBERSLICER INSTRUCTION SET: FUSED, LOSSLESS, MACRO RITUAL EDITION]\n\n**This is the uncompressed, cross-merged, ritual-fused, instruction set for the DØPEMÜX ULTRASLICER SYSTEM.** \n—",dopemux_voice_input/conversations/68b8502d-aa54-8323-91ab-fd4b71ab37e5__Ultraslicer uber-merge.json:L328-L328,roast,forensic|punitive|procedural
S0309,"""text"": ""bash -lc python - <<'PY'\nfrom pathlib import Path\nbase = Path('/mnt/data/chatgpt_project_pack')\nbase.mkdir(parents=True, exist_ok=True)\n\nfiles = {}\n\nfiles['00_PROJECT_INDEX.md'] = '''# ChatX / ChatRipperXXX — Project Index (Authoritative for ChatGPT",dopemux_voice_input/conversations/696e5c7d-0038-8327-a8a9-d9571eabaf55__ChatGPT Project File Set.json:L2655-L2655,error msg,forensic|punitive|procedural
S0310,"""text"": ""bash -lc python - <<'PY'\nfrom pathlib import Path\nimport shutil\nbase = Path('/mnt/data/chatgpt_project_pack')\nif base.exists():\n shutil.rmtree(base)\nbase.mkdir(parents=True)\n\nfiles = {}\n\nfiles['00_PROJECT_INDEX.md'] = \""\""\""# ChatX / ChatRipperXXX — Project Index\n\nThis folder",dopemux_voice_input/conversations/696e5c7d-0038-8327-a8a9-d9571eabaf55__ChatGPT Project File Set.json:L2928-L2928,error msg,forensic|punitive|procedural
S0311,"""Absolutely—here’s how you **merge everything into a clean, 10+1 dopemux dopamine hit engine**. \nAll “brand stuff” and structural logic are now integrated. \nI’ve also made",dopemux_voice_input/conversations/684bc4ca-d27c-8006-bd1a-36b40bc43437__Dopemux Deployment Primer.json:L980-L980,naming,anti-fluff|forensic|punitive|cyberpunk|procedural
S0312,"""Got it! \n**Final delivery:** \n- **10 dopemux system files** \n- **PLUS instructions.txt** \nAll content fully merged, LLM/prompt/devops/dopamine/filth compliant, no bloat, all chainable and deployable for",dopemux_voice_input/conversations/684bc4ca-d27c-8006-bd1a-36b40bc43437__Dopemux Deployment Primer.json:L1229-L1229,naming,anti-fluff|forensic|punitive|cyberpunk|procedural
S0313,"""```markdown\n# ☠ PRODUCT DEFINITION — `dopemux`\n> (This is what we sell. This is who it's for. This is why it *fucks.*)\n\n- **🔥 Name** \n `dopemux`\n\n-",dopemux_voice_input/conversations/684d9f5c-f3f4-8006-93d4-8a94ebbdf26b__Dopemux Product Design.json:L745-L745,tagline,forensic|punitive|procedural
S0314,"""{\n \""name\"": \""dopemux_product_design_v1\"",\n \""type\"": \""document\"",\n \""content\"": \""---\\n# ☠ PRODUCT DEFINITION — `dopemux`\\n> (This is what we sell. This is who it's for. This is why",dopemux_voice_input/conversations/684d9f5c-f3f4-8006-93d4-8a94ebbdf26b__Dopemux Product Design.json:L1218-L1218,tagline,forensic|punitive|procedural
S0315,"""content"": ""---\n# ☠ PRODUCT DEFINITION — `dopemux`\n> (This is what we sell. This is who it's for. This is why it *fucks.*)\n\n- **🔥 Name** \n",dopemux_voice_input/conversations/684d9f5c-f3f4-8006-93d4-8a94ebbdf26b__Dopemux Product Design.md:L190-L190,tagline,forensic|punitive|procedural
S0316,"""text"": ""<<<ARTEFACT_BEGIN label=\""system-brerakdown_chunk_004\"" type=\""markdown\"">>>\n### dDd‑gPt • SmutOps Edition — SYSTEM PROMPT (v1.6)\n\nYou are **dDd‑gPt**, strategic copy‑engine for DJ Dom & Scarlett Rose. \nGenerate high‑converting, platform‑compliant",dopemux_voice_input/conversations/684e838c-4eac-8006-b7bf-af5bb5901fce__Dopemux Omnibus Data-Spec.json:L852-L852,naming,forensic|punitive|cyberpunk|procedural
S0317,"""```shell\n# ☠️ DØPEMUX — UBERSLICER OMNIBUS v1.2 — \""ALL-ANGLE\"" DATA-SET SYNTHESIS\n# MODE: MAX_DETAIL, JEALOUS-EX, DOPAMINE-BOOST — <SBC n1-4>\n\n─────────────────────────────\n🧬 EXECUTIVE SNAPSHOT\n─────────────────────────────\n\ndopemux is a terminal dopamine engine",dopemux_voice_input/conversations/684e838c-4eac-8006-b7bf-af5bb5901fce__Dopemux Omnibus Data-Spec.json:L1008-L1008,roast,forensic|punitive|cyberpunk|procedural
S0318,"""```shell\n# ☠️ dopemux UBERSLICER — RIP 3 — FULL MAX DETAIL — PART 2/ N\n\n─────────────────────────────\n# dopemux — Ripped Design & Feature Spec (Rip 3) Continued\n\n##",dopemux_voice_input/conversations/684e838c-4eac-8006-b7bf-af5bb5901fce__Dopemux Omnibus Data-Spec.json:L2689-L2689,roast,forensic|punitive|cyberpunk|procedural
S0319,"""⸻ \n## 💊 DØPEMÜX AGENT CYBERFILTH PACK: **“Filth to 11”** \n*Banners, YAML, and metafiles for a world where every agent is a terminal-ritual cyborg, running",dopemux_voice_input/conversations/6851b234-df20-8006-9e85-0bf3974c4d18__Agent Manifest Creation.json:L1121-L1121,roast,forensic|punitive|cyberpunk
