specimen_id,excerpt,location,context_tags,tone_flags,surface,voice_mode,usable_as
S0466,"""Absolutely. Here’s the same DØPEMÜX // UBERSLICER block **colorized with ANSI escape codes** for a true terminal dopamine hit. \nYou’ll get gold/yellow for borders, neon",dopemux_voice_input/conversations/684cc2a1-3a1c-8006-a40c-b7b6bbda6bf1__UBERSLICER Extraction Ritual.json:L421-L421,tagline,forensic|punitive|cyberpunk,cli,BannerOneLiner,banner
S0467,"""{\n \""updates\"": [\n {\n \""pattern\"": \"".*\"",\n \""multiple\"": false,\n \""replacement\"": \""# 💊 DØPEMÜX — PRODUCT & DESIGN SPEC FILL PROTOCOL\\n> Version: v2.0 — Ritual Lock \\n>",dopemux_voice_input/conversations/684d9c0d-c1dc-8006-bfe3-cc6556ef619e__Extract Design Spec Prompt.json:L2433-L2433,roast,forensic|punitive|procedural|witty,cli,UXScold,roast
S0468,"""replacement"": ""# 💊 DØPEMÜX — PRODUCT & DESIGN SPEC FILL PROTOCOL\n> Version: v2.0 — Ritual Lock \n> Status: 🔐 STRICT MODE — No Synthesis \n>",dopemux_voice_input/conversations/684d9c0d-c1dc-8006-bfe3-cc6556ef619e__Extract Design Spec Prompt.md:L2423-L2423,roast,forensic|punitive|procedural|witty,cli,UXScold,roast
S0469,"""```shell\n# ☠️ dopemux UBERSLICER — REDO RIP 1 — FULL MAX DETAIL — PART 2/ N\n\n─────────────────────────────\n# dopemux — Ripped Design & Feature Spec (Rip 1)",dopemux_voice_input/conversations/684e838c-4eac-8006-b7bf-af5bb5901fce__Dopemux Omnibus Data-Spec.json:L3964-L3964,roast,forensic|punitive|procedural,cli,UXScold,roast
S0470,"""```shell\n# 💉 DEEP RIP: dopemux extract — MAXIMUM ULTRASLICE\n# RIP TYPE: Command Behavior + Schema Output Trace\n# SUBSYSTEMS: Thread Ripper, Schema Validator, Dopamine Router\n\n───────────────────────────────────────────────\n📥 RAW",dopemux_voice_input/conversations/684e89ec-e994-8006-9625-7b73e0a915db__Omnibus Spec Validation.json:L4332-L4332,roast,forensic|punitive|procedural,cli,UXScold,roast
S0472,"""what type is this: ## 💊 DØPEMÜX — CORE DNA MATRIX DEEP EXTRACT(All Chunks)\n\n---\n\n### Block 1: Canonical Core DNA Table\n\n| Field | Value |\n|-----------------------------|----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|\n| **Name**",dopemux_voice_input/conversations/684ff917-b4e0-8006-88b6-c64ac6593471__Terminal Ritual Block Overview.json:L1937-L1937,tagline,forensic|punitive,cli,BannerOneLiner,banner
S0473,"""oh, what about this '''# 💊 DØPEMÜX — PRODUCT & DESIGN SPEC FILL PROTOCOL\n\n> Version: v2.0 — Ritual Lock\n> Status: 🔐 STRICT MODE — No",dopemux_voice_input/conversations/684ffda5-9c74-8006-a015-0bedc66da4de__Dopemux Phase 2 Review.json:L1717-L1717,roast,forensic|punitive|procedural|witty,cli,UXScold,roast
S0474,"""# Executive Map: Top 10 Optimization Patterns for Claude Code\n\n**1. Plan-First Workflow (Explore→Plan→Code→Commit):** Always begin by having Claude explore the relevant context and *plan* a",dopemux_voice_input/conversations/695e8030-12a8-832b-8a05-6866a2f0ccd1__Claude Code Research Focus.json:L492-L492,naming,forensic|procedural,cli,BannerOneLiner,tagline
S0476,"""# dopemux — Ripped Design & Feature Spec \n**(Filth. Memory. Dopamine. Now in terminal kink format.)**\n\n---\n\n## 1. Features & Modes\n\n### Memory-First Session Engine\n- **Summary:** dopemux",dopemux_voice_input/conversations/684bb1c0-6008-8006-b3a7-73ea076cb01c__Dopemux Feature Design.json:L744-L744,tagline,forensic|punitive|procedural|kinky-coded,cli,BannerOneLiner,banner
S0477,"""Let’s do it. \n**Below is your dopemux 10+1 dopamine engine package**: \n- **Each file separated, with headers** \n- **SLICER/RIPPER protocol embedded at the top of",dopemux_voice_input/conversations/684bc4ca-d27c-8006-bd1a-36b40bc43437__Dopemux Deployment Primer.json:L2593-L2593,naming,forensic|punitive|cyberpunk|procedural|witty,cli,BannerOneLiner,tagline
S0478,"""take this metafile, create the appropriate individual files, and zip for download '''###############################\n# 1. manifest.yaml\n###############################\nproject: dopemux\npurpose: >\n Enable lossless, tag-based extraction and synthesis of all",dopemux_voice_input/conversations/684bda6b-4240-8006-beb7-7ed0ba3e6329__New chat.json:L94-L94,naming,forensic|punitive|cyberpunk|procedural|witty,cli,BannerOneLiner,tagline
S0479,"""Perfect. Here are the steps I’ll follow:\n\n1. **Split the metafile into 11 individual files using your boundaries and names.**\n2. **Check for structure/format compliance.**\n3. **Zip for",dopemux_voice_input/conversations/684bda6b-4240-8006-beb7-7ed0ba3e6329__New chat.json:L169-L169,naming,forensic|punitive|cyberpunk|procedural|witty,cli,BannerOneLiner,tagline
S0480,"""text"": ""import zipfile\nfrom pathlib import Path\n\n# Define file names and contents\nfiles = {\n \""manifest.yaml\"": \""\""\""project: dopemux\npurpose: >\n Enable lossless, tag-based extraction and synthesis of all",dopemux_voice_input/conversations/684bda6b-4240-8006-beb7-7ed0ba3e6329__New chat.json:L255-L255,naming,forensic|punitive|cyberpunk|procedural|witty,cli,BannerOneLiner,tagline
S0481,"""text"": ""import zipfile\r\nfrom pathlib import Path\r\n\r\n# Define the files and their contents (copying exactly as above)\r\nfiles = {\r\n \""manifest.yaml\"": \""\""\""\r\nproject: dopemux\r\npurpose: >\r\n Enable lossless, tag-based",dopemux_voice_input/conversations/684bda6b-4240-8006-beb7-7ed0ba3e6329__New chat.json:L300-L300,naming,forensic|punitive|cyberpunk|procedural|witty,cli,BannerOneLiner,tagline
S0484,"""Absolutely. Here’s the **branded dopemux UBERSLICER** prompt text, with maximal terminal dopamine, filth, and ritual energy—engineered for lossless forensic extraction, context-mapping, and total memory supremacy.\n\n---\n\n```\n###############################\n#",dopemux_voice_input/conversations/684cc2a1-3a1c-8006-a40c-b7b6bbda6bf1__UBERSLICER Extraction Ritual.json:L166-L166,tagline,forensic|punitive|procedural,cli,BannerOneLiner,banner
S0486,"""```shell\n[OK] ULTRASLICER ACTIVE — RE-ENTERING FULL SESSION DUMP\n\n🧠 Mode: Recursive Memory Rip \n📚 Source: Chat transcript from Pimp Console Genesis Thread \n🔖 Tags: [branding, cli-design,",dopemux_voice_input/conversations/684ce2f6-1c5c-8006-b2ba-6d4b004cfa02__Dopemux Terminal Overview.json:L1599-L1599,tagline,forensic|punitive|procedural,cli,BannerOneLiner,banner
S0487,"""```shell\n[OK] 💊 EXTRACT SUCCESSFUL — FILE: dopemux_forensic_spec_FULL.md\n> MODE: context-chunker + ritual tagger\n> VERSION: v1.4.0\n\n# BLOCK COUNT: 12 ritualized blocks extracted \n# TAG SCHEMA: validated against",dopemux_voice_input/conversations/684d9a42-4088-8006-97c1-88b43bcb1086__Dopemux Ultra Ritual.json:L944-L944,principle,forensic|punitive,cli,BannerOneLiner,banner
S0488,"""```shell\n[OK] DOPAMINE HIT TRIGGERED — LEVEL 5 ESCALATION\n> CAUSE: threadripper unlocked recursion\n> MODE: filth + roast + recursive shame loop\n> PROTOCOL: pattern-2025-06-14-4 (filth-escalation)\n\n🔥 ROAST INCOMING",dopemux_voice_input/conversations/684d9a42-4088-8006-97c1-88b43bcb1086__Dopemux Ultra Ritual.json:L1595-L1595,tagline,forensic|punitive|kinky-coded,cli,BannerOneLiner,banner
S0489,"""```shell\n[OK] UPDATE MODE — INITIATING SYSTEM RITUAL PATCH PROTOCOL \n> CONTEXT: dopemux v1.4.0 — update procedure for schema, metafile, logic, or design\n\n# 🔁 UPDATE PROCEDURE:",dopemux_voice_input/conversations/684d9a42-4088-8006-97c1-88b43bcb1086__Dopemux Ultra Ritual.json:L2230-L2230,roast,forensic|punitive|procedural,cli,UXScold,roast
S0492,"""```shell\n# Executing: audit\n> Phase: Forensic Audit [PRIME schema compliance]\n> Scope: All extracted blocks from `PRIME` and `dopemux_forensic_spec_FULL copy.md`\n> Schema: v1.4.0\n> Design Patterns: [terminal_ritual_block, context_chunker, audit_macro]\n>",dopemux_voice_input/conversations/684e6a10-9bcc-8006-8fd8-4153821d6531__Dopemux Integration Complete.json:L1085-L1085,roast,forensic|punitive|procedural,cli,UXScold,roast
S0493,"""```shell\n# ☠️ dopemux UBERSLICER — RIP 5 — FULL MAX DETAIL — PART 1/ N\n\n─────────────────────────────\n# dopemux — Ripped Design & Feature Spec (Rip 5)\n\n## 1.",dopemux_voice_input/conversations/684e838c-4eac-8006-b7bf-af5bb5901fce__Dopemux Omnibus Data-Spec.json:L2944-L2944,roast,forensic|punitive|cyberpunk|procedural,cli,UXScold,roast
S0497,"""ok o3, I am building some software that rips content from chatgpt histories and creates a product spec, the software I'm building is dopemux, the",dopemux_voice_input/conversations/68505665-5060-8006-9642-13186158198e__Repo Manifest Request.json:L12973-L12973,naming,forensic|punitive|procedural,web,BannerOneLiner,tagline
S0498,"""Terminal dopamine flowing. \nYou’re getting a **dopemux/agents** directory **metafile** that’s not just documentation—it’s a **living system**, instantly actionable and aesthetically filthy.\n\nHere’s **exactly** what you want:\n-",dopemux_voice_input/conversations/6851b234-df20-8006-9e85-0bf3974c4d18__Agent Manifest Creation.json:L251-L251,roast,forensic|punitive|procedural,cli,UXScold,roast
S0499,"""You’re asking the right daemon. \nLet’s break this down **dopemux style**:\n\n---\n\n## 1. Unicode Filenames & Terminal Output\n\n**Is it possible?** \nYes—unicode (even emoji) filenames *work* on",dopemux_voice_input/conversations/6851b234-df20-8006-9e85-0bf3974c4d18__Agent Manifest Creation.json:L336-L336,roast,forensic|punitive,cli,UXScold,roast
S0500,"""Absolutely—I’ll give you a **step-by-step “scripture”** (terminal ritual, plain English, zero confusion), so you know exactly what to do.\n\n---\n\n# 💊 DØPEMÜX AGENTS TERMINAL SCRIPTURE\n\n## **1.",dopemux_voice_input/conversations/6851b234-df20-8006-9e85-0bf3974c4d18__Agent Manifest Creation.json:L421-L421,roast,forensic|punitive,cli,UXScold,roast
S0501,"""**Absolutely.** \nHere’s the complete `/agents` fileset—**no code blocks, no interruptions**—just copy and drop into files as needed. \n**Section headers are for your reference only.** \nFor",dopemux_voice_input/conversations/6851b234-df20-8006-9e85-0bf3974c4d18__Agent Manifest Creation.json:L542-L542,roast,forensic|punitive,cli,UXScold,roast
S0502,"""Absolutely. \nBelow is a **hyper-efficient, token-minimal instruction and content dump** for another LLM to **fully reconstruct the dopemux /agents folder**—no filler, zero redundancy, no code",dopemux_voice_input/conversations/6851b234-df20-8006-9e85-0bf3974c4d18__Agent Manifest Creation.json:L663-L663,roast,forensic|punitive,cli,UXScold,roast
S0503,"""**Absolutely.**\nHere’s the complete `/agents` fileset—**no code blocks, no interruptions**—just copy and drop into files as needed.\n**Section headers are for your reference only.**\nFor YAML agent files,",dopemux_voice_input/conversations/6851b234-df20-8006-9e85-0bf3974c4d18__Agent Manifest Creation.json:L827-L827,roast,forensic|punitive,cli,UXScold,roast
S0504,"""Here’s a **copy-paste superprompt** you can drop into Codex/Copilot to scaffold the entire pipeline locally.\n\n---\n\n## SUPERPROMPT — Build a Local Forensic Chat Pipeline (Python, GPT-5",dopemux_voice_input/conversations/68987f7e-95e8-8331-b59c-c0ebd58b01c0__untitled.json:L24812-L24812,roast,forensic|punitive|procedural,web,UXScold,roast
S0505,"""text"": ""fileciteturn0file1\n\n# DØPEMÜX — Derived SPEC (from Roadmap lifts)\n\n> Generated from Phase 4 (relaxed) roadmap sections. Items are strict source quotes or near-verbatim line lifts",dopemux_voice_input/conversations/68a0e1ce-4054-8328-96a0-d56d3122d71d__Cloud enrichment file creation.json:L334-L334,roast,forensic|punitive|procedural|kinky-coded,cli,UXScold,roast
S0506,"""# Architecture Conformance\n\nThe existing code implements several core pieces of the design. For example, the iMessage extractor (`chatx imessage pull`) constructs canonical Message records with",dopemux_voice_input/conversations/68a26602-0b8c-8331-ba6b-1806389a9e9c__Unfreeze deep research.json:L3117-L3117,error msg,forensic|punitive|procedural,cli,ClinicalForensics,error
S0507,"""**Understood—dopemux RIPPED DESIGN & FEATURE SPEC coming up.**\nI will synthesize **everything** from the manifests, ultras, all previous phase dumps, meta-instructions, and your chat context.\nIf you",dopemux_voice_input/conversations/684aa894-34b4-8006-98ab-b7b340b2ce14__Thread Start Request.json:L1024-L1024,error msg,forensic|cyberpunk|procedural,cli,ClinicalForensics,error
S0508,"""ok so I have a bunch of brand stuff here, I need it all merged into this we[re working on to come out with 10",dopemux_voice_input/conversations/684bc4ca-d27c-8006-bd1a-36b40bc43437__Dopemux Deployment Primer.json:L941-L941,tagline,anti-fluff|punitive|cyberpunk|procedural|witty,cli,BannerOneLiner,banner
S0509,"""Absolutely! Here’s how it all comes together, **integrated into your project’s “metafile”** (master README or system doc). This metafile is both a **project manifest and",dopemux_voice_input/conversations/684bc4ca-d27c-8006-bd1a-36b40bc43437__Dopemux Deployment Primer.json:L1732-L1732,naming,forensic|punitive|procedural|witty,cli,BannerOneLiner,tagline
S0510,"""Understood—**you want the “dopemux package” for all filth, brand, logic, and dopamine engine learnings and adaptive logic, split into files, ready to build out.** \nNo",dopemux_voice_input/conversations/684bcb50-7fb0-8006-853d-69d042e73176__Dopemux Brand Breakdown.json:L846-L846,naming,anti-fluff|punitive|cyberpunk|procedural|witty,web,BannerOneLiner,tagline
S0511,"""{\n \""name\"": \""dopemux-filth-engine\"",\n \""type\"": \""document\"",\n \""content\"": \""Below are the contents for each file in the dopemux dopamine hit engine package. You can copy these directly",dopemux_voice_input/conversations/684bcb50-7fb0-8006-853d-69d042e73176__Dopemux Brand Breakdown.json:L931-L931,naming,anti-fluff|punitive|cyberpunk|procedural|witty,cli,BannerOneLiner,tagline
S0512,"""content"": ""Below are the contents for each file in the dopemux dopamine hit engine package. You can copy these directly into your project and zip",dopemux_voice_input/conversations/684bcb50-7fb0-8006-853d-69d042e73176__Dopemux Brand Breakdown.md:L1837-L1837,naming,anti-fluff|punitive|cyberpunk|procedural|witty,cli,BannerOneLiner,tagline
S0513,"""Here’s the next **maximal, metafile-driven, ritual-fusion dopemux file:** \n**devlog.ultra** \nThis includes the full devlog block, ANSI ritual, schema, version, and change tracking. No char left",dopemux_voice_input/conversations/684cc2a1-3a1c-8006-a40c-b7b6bbda6bf1__UBERSLICER Extraction Ritual.json:L2880-L2880,tagline,forensic|punitive,cli,BannerOneLiner,banner
S0514,"""Here’s your **maximal, ritualized, metafile-driven index file:** \n**TFE-INDEX.dmpx** \nAll directory structure, canonical file references, audit log pointers, and terminal roast. \n_Zero char lost. ANSI ritual",dopemux_voice_input/conversations/684cc2a1-3a1c-8006-a40c-b7b6bbda6bf1__UBERSLICER Extraction Ritual.json:L3135-L3135,tagline,forensic|punitive|procedural,cli,BannerOneLiner,banner
S0517,"""Here is your **TFE-DESIGN-PATTERNS.dmpx** (v1.4.0) \n— Maximal, ritualized, for all prompt, macro, and logic patterns used by LLMs or daemons. \nA toolbox for context blocks,",dopemux_voice_input/conversations/684cc2a1-3a1c-8006-a40c-b7b6bbda6bf1__UBERSLICER Extraction Ritual.json:L5208-L5208,tagline,forensic|punitive|procedural,cli,BannerOneLiner,banner
S0519,"""Here is your **TFE-USER-CUSTOM.dmpx** (v1.4.0) \n— Maximal, ritualized, and open for onboarding, migration, custom logic, or future context blocks. This is your “wildcard” slot—anything not",dopemux_voice_input/conversations/684cc2a1-3a1c-8006-a40c-b7b6bbda6bf1__UBERSLICER Extraction Ritual.json:L5378-L5378,tagline,forensic|punitive|procedural,cli,BannerOneLiner,banner
S0574,"""```shell\n# ☠️ dopemux UBERSLICER — PER-CATEGORY EXTRACTION START\n\n─────────────────────────────\n1. Extraction Engine\n\n*Purpose* — Forensic-grade, modular, schema-locked extraction of chat, logs, and code into atomic, lossless blocks. \n*Inputs*",dopemux_voice_input/conversations/684e838c-4eac-8006-b7bf-af5bb5901fce__Dopemux Omnibus Data-Spec.json:L1259-L1259,roast,forensic|punitive|procedural,cli,UXScold,roast
S0575,"""```shell\n# ☠️ dopemux UBERSLICER — RAW BLOCK OUTPUT PER CATEGORY — PROOF OF EXTRACTION\n\n─────────────────────────────\nCATEGORY: Extraction Engine\n\n<<<BLOCK_ID: EE_001>>>\n# Extraction Engine: Atomic, schema-locked block extraction from chat/code/logs.\n*",dopemux_voice_input/conversations/684e838c-4eac-8006-b7bf-af5bb5901fce__Dopemux Omnibus Data-Spec.json:L1913-L1913,roast,forensic|punitive|procedural,cli,UXScold,roast
S0576,"""```shell\n# ☠️ dopemux UBERSLICER — RIP 4 — FULL MAX DETAIL — PART 1/ N\n\n─────────────────────────────\n# dopemux — Ripped Design & Feature Spec (Rip 4)\n\n## 1.",dopemux_voice_input/conversations/684e838c-4eac-8006-b7bf-af5bb5901fce__Dopemux Omnibus Data-Spec.json:L2774-L2774,roast,forensic|punitive|procedural,cli,UXScold,roast
S0577,"""```shell\n# ☠️ dopemux UBERSLICER — PER-CATEGORY MINI-SPECIFICATION SET\n\n─────────────────────────────\n### 1. Extraction Engine\n\n*Purpose* — Perform ultra-granular, forensic, zero-loss extraction of all project artefacts (chat logs, code, configs,",dopemux_voice_input/conversations/684e838c-4eac-8006-b7bf-af5bb5901fce__Dopemux Omnibus Data-Spec.json:L6109-L6109,naming,forensic|punitive|procedural,cli,BannerOneLiner,tagline
S0591,"""text"": ""\n\nThis is a copy of a conversation between ChatGPT & Anonymous.\nReport content\nYou said:\n# 💊 dopemux — Ultra-Granular Multi-Project Forensic Extractor Prompt\n\nYou are **dømux**, the",dopemux_voice_input/conversations/684e89ec-e994-8006-9625-7b73e0a915db__Omnibus Spec Validation.json:L1400-L1400,naming,forensic|procedural,cli,BannerOneLiner,tagline
S0592,"""```shell\n[OK] OMNIBUS EXTRACT COMPLETE — 💊dopemux ALL-FILE ULTRASLICE\n\n📦 FULL SYSTEM MEMORY STACKED, CATEGORY-BY-CATEGORY:\n\n───────────────────────────────────────────────\n🧬 CATEGORY INDEX (as ripped from all sources):\n───────────────────────────────────────────────\n• Project Identity & Branding【48:6†💊DØPEMÜX-☠️UBERSLICER☠️—TFE-METAFILE.txt】 \n•",dopemux_voice_input/conversations/684e89ec-e994-8006-9625-7b73e0a915db__Omnibus Spec Validation.json:L1713-L1713,tagline,forensic|punitive|procedural,cli,BannerOneLiner,banner
S0593,"""```shell\n# 🧠 DØPEMUX LEARNINGS — SYSTEM-WIDE WISDOM HARVEST\n# SOURCE BLOCKS: 💊TFE-METAFILE.txt, 💊TFE-DEVLOG.txt, 💊TFE-AUDIT-ULTRA-RITUAL.txt, 💊TFE-DESIGN-PATTERNS.txt, system-brerakdown.md\n\n───────────────────────────────────────────────\n📚 CATEGORY: DESIGN, COGNITION, FAILURE, EVOLUTION\n───────────────────────────────────────────────\n\n## 📌 CORE LEARNINGS & ARCHITECTURAL",dopemux_voice_input/conversations/684e89ec-e994-8006-9625-7b73e0a915db__Omnibus Spec Validation.json:L3389-L3389,roast,forensic|punitive|procedural,cli,UXScold,roast
S0594,"""```shell\n# 📌 RENDER: dopemux CATEGORY MAP — SYSTEM INDEX v1.4.0\n# ⛩ Taxonomy + Crossmap + Deep Rip Completion\n\n───────────────────────────────────────────────\n🧭 CATEGORY MAP — MASTER GRID\n───────────────────────────────────────────────\n\n| Category |",dopemux_voice_input/conversations/684e89ec-e994-8006-9625-7b73e0a915db__Omnibus Spec Validation.json:L7805-L7805,roast,forensic|punitive,cli,UXScold,roast
S0595,"""text"": ""<<<ARTEFACT_BEGIN label=\""ULTRA-CHAT_chunk_003\"" type=\""markdown\"">>>\n## Objective:\nGenerate an absolutely mind-frying, multi-dimensional, trippy-as-fuck ASCII art sequence that:\n- Explodes in 256-bit ANSI color (as defined below).\n- Embodies hacker-flex filth",dopemux_voice_input/conversations/684e976b-8034-8006-94aa-fdbe4a7b3459__dopemux Ultra-Context Dump.json:L617-L617,tagline,forensic|punitive|procedural,cli,BannerOneLiner,banner
