src/dopemux/cli.py:19:import signal
src/dopemux/cli.py:51:from .adhd import AttentionMonitor, ContextManager, TaskDecomposer
src/dopemux/cli.py:142:    "focused": {
services/adhd_engine/tests/test_api.py:54:    from adhd_engine.main import engine as global_engine
services/adhd_engine/tests/test_api.py:66:        "hyperfocus_protections": 0
services/adhd_engine/tests/test_api.py:80:        "adhd_insights": {
services/adhd_engine/tests/test_api.py:81:            "hyperfocus_risk": "low",
services/adhd_engine/tests/test_api.py:131:        with patch('adhd_engine.main.engine', mock_initialized_engine):
services/adhd_engine/tests/test_api.py:153:        with patch('adhd_engine.main.engine', mock_initialized_engine):
services/adhd_engine/tests/test_api.py:173:        with patch('adhd_engine.main.engine', mock_initialized_engine):
services/adhd_engine/tests/test_api.py:184:        with patch('adhd_engine.main.engine', mock_initialized_engine):
services/adhd_engine/tests/test_api.py:190:            assert data["attention_state"] == "focused"
services/adhd_engine/tests/test_api.py:199:        with patch('adhd_engine.main.engine', mock_initialized_engine):
services/adhd_engine/tests/test_api.py:222:        with patch('adhd_engine.main.engine', mock_initialized_engine):
services/adhd_engine/tests/test_api.py:225:                "hyperfocus_tendency": 0.8,
services/adhd_engine/metrics_fixed.py:11:REQUEST_COUNT = Counter('adhd_requests_total', 'Total number of requests', ['method', 'endpoint'])
services/adhd_engine/metrics_fixed.py:12:REQUEST_LATENCY = Histogram('adhd_request_duration_seconds', 'Request duration in seconds', ['method', 'endpoint'])
services/adhd_engine/metrics_fixed.py:15:ENERGY_LEVEL = Gauge('adhd_energy_level', 'Current energy level', ['user_id'])
services/adhd_engine/metrics_fixed.py:16:ATTENTION_STATE = Gauge('adhd_attention_state', 'Current attention state', ['user_id'])
services/adhd_engine/metrics_fixed.py:17:COGNITIVE_LOAD = Gauge('adhd_cognitive_load', 'Current cognitive load', ['user_id'])
services/adhd_engine/metrics_fixed.py:20:BREAK_RECOMMENDATIONS = Counter('adhd_break_recommendations_total', 'Total break recommendations')
services/adhd_engine/metrics_fixed.py:21:ACCOMMODATION_STATS = Counter('adhd_accommodation_actions_total', 'Total accommodation actions', ['action_type'])
services/adhd_engine/metrics_fixed.py:24:ACTIVE_USERS = Gauge('adhd_active_users', 'Number of active users')
services/adhd_engine/metrics_fixed.py:25:MONITORING_CYCLES = Counter('adhd_monitoring_cycles_total', 'Total monitoring cycles completed')
services/adhd_engine/metrics_fixed.py:28:SERVICE_INFO = Info('adhd_service', 'ADHD Engine service information')
services/adhd_engine/metrics_fixed.py:31:    'service': 'adhd-accommodation-engine'
services/adhd_engine/pal_client.py:20:        prompt = f"""Assess the cognitive complexity of this task for ADHD accommodation planning:
services/adhd_engine/pal_client.py:41:  "accommodations": ["25-minute focus sessions", "progress tracking"]
services/adhd_engine/pal_client.py:47:                    step=prompt,
services/adhd_engine/pal_client.py:73:        prompt = f"""Plan optimal break strategy for ADHD accommodation:
services/adhd_engine/pal_client.py:100:                    step=prompt,
services/adhd_engine/domains/task_enablement/task_decomposition_assistant.py:52:    def is_adhd_friendly(self) -> bool:
services/adhd_engine/domains/task_enablement/task_decomposition_assistant.py:69:    adhd_friendly_score: float  # 0.0-1.0
services/adhd_engine/domains/task_enablement/task_decomposition_assistant.py:242:                adhd_friendly_score=1.0
services/adhd_engine/domains/task_enablement/task_decomposition_assistant.py:258:        adhd_score = sum(1 for mt in micro_tasks if mt.is_adhd_friendly()) / len(micro_tasks)
services/adhd_engine/domains/task_enablement/task_decomposition_assistant.py:269:            adhd_friendly_score=adhd_score
services/adhd_engine/domains/task_enablement/task_decomposition_assistant.py:522:    def get_adhd_suitability_score(
services/adhd_engine/domains/task_enablement/task_decomposition_assistant.py:559:        if current_attention == "focused":
services/adhd_engine/README.md:72:    "focus_shift_warnings": true
services/adhd_engine/README.md:99:  "state": "focused",
services/adhd_engine/README.md:114:  "overload_risk": "LOW",
services/adhd_engine/README.md:125:  "reason": "Optimal focus window active",
services/adhd_engine/README.md:181:- **Adaptation**: Personalizes thresholds for hyperfocus and distraction.
services/adhd_engine/README.md:182:- **Benefit**: Reduces false positive "break suggestions" when you're deeply focused.
services/adhd_engine/README.md:186:### ADHD Dashboard (`services/adhd-dashboard/`)
services/adhd_engine/README.md:193:- `GET /api/adhd-state` - Current attention state
services/adhd_engine/README.md:197:### ADHD Notifier (`services/adhd-notifier/`)
services/adhd_engine/README.md:200:- Break reminders (25-minute focus sessions)
services/adhd_engine/README.md:209:- 25-minute ADHD-optimized focus sessions
services/adhd_engine/README.md:275:  adhd-engine:
services/adhd_engine/README.md:300:pytest tests/test_adhd_apis.py -v
services/adhd_engine/README.md:452:elif state['state'] == 'focused':
services/adhd_engine/README.md:462:cd dopemux/services/adhd_engine
services/adhd_engine/domains/break-suggester/README.md:102:4. Monitor effectiveness (telemetry + user feedback)
services/adhd_engine/domains/context-switch-tracker/tracker.py:7:ADHD Benefit: Quantify interruption impact, optimize focus blocks
services/adhd_engine/domains/context-switch-tracker/tracker.py:34:        recovery_time_baseline: int = 23  # Average: 23 minutes to regain focus after interrupt
services/adhd_engine/domains/context-switch-tracker/tracker.py:146:            return "Moderate - consider blocking focus time"
services/adhd_engine/domains/context-switch-tracker/tracker.py:178:  {"✅ Keep up the focus!" if metrics['switches_today'] <= 2 else ""}
services/adhd_engine/domains/context-switch-tracker/tracker.py:179:  {"⚠️  Block 2-hour focus periods" if 3 <= metrics['switches_today'] <= 5 else ""}
services/adhd_engine/ml/data_collector.py:5:Feeds into: services/adhd_engine/ml/energy_predictor.py
services/adhd_engine/ml/data_collector.py:21:    Location: data/adhd_training_data.jsonl
services/adhd_engine/ml/data_collector.py:24:    def __init__(self, data_dir: str = "data", filename: str = "adhd_training_data.jsonl"):
services/adhd_engine/tests/test_context_preserver.py:7:from services.adhd_engine.context_preserver import ContextPreserver, PreservedContext
services/adhd_engine/tests/test_context_preserver.py:56:             patch.object(preserver, '_get_git_branch', return_value="feature/adhd-mode"):
services/adhd_engine/tests/test_context_preserver.py:63:            assert context.git_branch == "feature/adhd-mode"
services/adhd_engine/tests/test_feature_flags.py:16:from adhd_engine.feature_flags import (
services/adhd_engine/tests/test_feature_flags.py:38:            "adhd:feature_flags:test_feature:service:serena",
services/adhd_engine/tests/test_feature_flags.py:42:            "adhd:feature_flags:test_feature:user:user1",
services/adhd_engine/tests/test_feature_flags.py:56:            "adhd:feature_flags:test_feature:global",
services/adhd_engine/tests/test_feature_flags.py:60:            "adhd:feature_flags:test_feature:service:serena",
services/adhd_engine/tests/test_feature_flags.py:74:            "adhd:feature_flags:test_feature:global",
services/adhd_engine/tests/test_feature_flags.py:104:        key = "adhd:feature_flags:test_feature:service:serena"
services/adhd_engine/domains/task_enablement/decomposition_coordinator.py:34:    adhd_context: Dict[str, Any]
services/adhd_engine/domains/task_enablement/decomposition_coordinator.py:60:        adhd_state_provider: Optional[Callable[[], Union[Dict[str, Any], Awaitable[Dict[str, Any]]]]] = None,
services/adhd_engine/domains/task_enablement/decomposition_coordinator.py:70:            adhd_state_provider: Optional callback for current ADHD state
services/adhd_engine/domains/task_enablement/decomposition_coordinator.py:76:        self.adhd_state_provider = adhd_state_provider
services/adhd_engine/domains/task_enablement/decomposition_coordinator.py:85:        adhd_state: Dict[str, Any]
services/adhd_engine/domains/task_enablement/decomposition_coordinator.py:99:            adhd_state: Current ADHD state (energy, attention, cognitive_load)
services/adhd_engine/domains/task_enablement/decomposition_coordinator.py:156:        #     if pattern and pattern.pattern_type in ["decision_paralysis", "overwhelm_avoidance"]:
services/adhd_engine/domains/task_enablement/decomposition_coordinator.py:165:        adhd_state: Dict[str, Any],
services/adhd_engine/domains/task_enablement/decomposition_coordinator.py:180:            adhd_state: Current ADHD state
services/adhd_engine/domains/task_enablement/decomposition_coordinator.py:186:        energy = adhd_state.get("energy_level", "medium")
services/adhd_engine/domains/task_enablement/decomposition_coordinator.py:187:        attention = adhd_state.get("attention_state", "focused")
services/adhd_engine/domains/task_enablement/decomposition_coordinator.py:196:            adhd_context=adhd_state,
services/adhd_engine/domains/task_enablement/decomposition_coordinator.py:199:        # Don't interrupt hyperfocus - queue for later
services/adhd_engine/domains/task_enablement/decomposition_coordinator.py:200:        if attention == "hyperfocus":
services/adhd_engine/domains/task_enablement/decomposition_coordinator.py:203:                "(user in hyperfocus, will ask later)"
services/adhd_engine/domains/task_enablement/decomposition_coordinator.py:270:        adhd_context: Optional[Dict[str, Any]] = None,
services/adhd_engine/domains/task_enablement/decomposition_coordinator.py:289:            adhd_context: Current ADHD state (auto-detected if None)
services/adhd_engine/domains/task_enablement/decomposition_coordinator.py:306:        if adhd_context is None:
services/adhd_engine/domains/task_enablement/decomposition_coordinator.py:307:            adhd_context = await self._get_current_adhd_state()
services/adhd_engine/domains/task_enablement/decomposition_coordinator.py:354:                adhd_context=adhd_context,
services/adhd_engine/domains/task_enablement/decomposition_coordinator.py:371:                        "adhd_context": adhd_context
services/adhd_engine/domains/task_enablement/decomposition_coordinator.py:373:                    source="adhd-engine"
services/adhd_engine/domains/task_enablement/decomposition_coordinator.py:416:        adhd_state = await self._get_current_adhd_state()
services/adhd_engine/domains/task_enablement/decomposition_coordinator.py:420:            task_data, adhd_state
services/adhd_engine/domains/task_enablement/decomposition_coordinator.py:441:            task_data, reason, adhd_state, estimated_subtasks
services/adhd_engine/domains/task_enablement/decomposition_coordinator.py:447:                await self.decompose_task(task_id, method="ai", adhd_context=adhd_state)
services/adhd_engine/domains/task_enablement/decomposition_coordinator.py:483:    async def _get_current_adhd_state(self) -> Dict[str, Any]:
services/adhd_engine/domains/task_enablement/decomposition_coordinator.py:487:        if self.adhd_state_provider:
services/adhd_engine/domains/task_enablement/decomposition_coordinator.py:489:                state = self.adhd_state_provider()
services/adhd_engine/domains/task_enablement/decomposition_coordinator.py:499:            "attention_state": "focused",
services/adhd_engine/domains/interruption-shield/interruption_shield/integrations/adhd_engine_client.py:24:    FOCUSED = "focused"
services/adhd_engine/domains/interruption-shield/interruption_shield/integrations/adhd_engine_client.py:25:    HYPERFOCUS = "hyperfocus"
services/adhd_engine/tests/test_attention_calibrator.py:6:from services.adhd_engine.attention_calibrator import AttentionCalibrator, CalibrationSample
services/adhd_engine/tests/test_attention_calibrator.py:29:            predicted="focused",
services/adhd_engine/tests/test_attention_calibrator.py:36:        assert calibrator.samples[0].predicted_state == "focused"
services/adhd_engine/tests/test_attention_calibrator.py:46:        # Model predicts 'focused' but user is 'scattered'
services/adhd_engine/tests/test_attention_calibrator.py:47:        # This should cause the 'focused_confidence' threshold to INCREASE (be more conservative)
services/adhd_engine/tests/test_attention_calibrator.py:49:        initial_threshold = calibrator.personal_thresholds.get("focused_confidence", 0.7)
services/adhd_engine/tests/test_attention_calibrator.py:54:                predicted_state="focused",
services/adhd_engine/tests/test_attention_calibrator.py:63:        new_threshold = calibrator.personal_thresholds.get("focused_confidence")
services/adhd_engine/tests/test_attention_calibrator.py:68:        # Set a high threshold for "focused"
services/adhd_engine/tests/test_attention_calibrator.py:69:        calibrator.personal_thresholds["focused_confidence"] = 0.9
services/adhd_engine/tests/test_attention_calibrator.py:71:        # Raw prediction is "focused" with 0.8 confidence
services/adhd_engine/tests/test_attention_calibrator.py:73:        pred, conf = calibrator.get_calibrated_prediction("focused", 0.8, {})
services/adhd_engine/tests/test_attention_calibrator.py:76:        # Raw prediction "focused" with 0.95 confidence
services/adhd_engine/tests/test_attention_calibrator.py:78:        pred, conf = calibrator.get_calibrated_prediction("focused", 0.95, {})
services/adhd_engine/tests/test_attention_calibrator.py:79:        assert pred == "focused"
services/adhd_engine/tests/test_attention_calibrator.py:81:    def test_hyperfocus_calibration(self, calibrator):
services/adhd_engine/tests/test_attention_calibrator.py:82:        """Test calibration of hyperfocus duration."""
services/adhd_engine/tests/test_attention_calibrator.py:85:                predicted_state="hyperfocus",
services/adhd_engine/tests/test_attention_calibrator.py:86:                actual_state="hyperfocus",
services/adhd_engine/tests/test_attention_calibrator.py:96:        threshold = calibrator.personal_thresholds["hyperfocus_duration_min"]
services/adhd_engine/tests/test_attention_calibrator.py:101:        calibrator.record_feedback("focused", "focused", {}, 0.9)
services/adhd_engine/tests/test_attention_calibrator.py:105:        assert stats["accuracy_by_state"]["focused"] == 1.0
services/adhd_engine/api/routes.py:53:    from event_emitter import emit_claude_prompt, emit_claude_tool, emit_context_saved
services/adhd_engine/api/routes.py:61:    from event_emitter import emit_claude_prompt, emit_claude_tool, emit_context_saved
services/adhd_engine/api/routes.py:132:        'adhd_api_requests_total',
services/adhd_engine/api/routes.py:139:        'adhd_cache_hits_total',
services/adhd_engine/api/routes.py:145:        'adhd_cache_misses_total',
services/adhd_engine/api/routes.py:152:        'adhd_api_request_duration_seconds',
services/adhd_engine/api/routes.py:160:        'adhd_ml_predictions_total',
services/adhd_engine/api/routes.py:166:        'adhd_ml_prediction_confidence',
services/adhd_engine/api/routes.py:174:        'adhd_cache_entries',
services/adhd_engine/api/routes.py:191:    key_parts = [f"adhd:{endpoint}:{user_id}"]
services/adhd_engine/api/routes.py:213:    # In Docker, main might be in services.adhd_engine.main or just main
services/adhd_engine/api/routes.py:215:        from services.adhd_engine import main as engine_main
services/adhd_engine/api/routes.py:221:                from adhd_engine import main as engine_main
services/adhd_engine/api/routes.py:454:            message = f"Time for a break after {request.work_duration:.0f} minutes of focused work!"
services/adhd_engine/api/routes.py:553:        if request.hyperfocus_tendency is not None:
services/adhd_engine/api/routes.py:554:            profile.hyperfocus_tendency = request.hyperfocus_tendency
services/adhd_engine/api/routes.py:573:        profile_key = f"adhd:profile:{request.user_id}"
services/adhd_engine/api/routes.py:614:        latest_key = f"adhd:activity:{user_id}:latest"
services/adhd_engine/api/routes.py:615:        history_key = f"adhd:activity:{user_id}:history"
services/adhd_engine/api/routes.py:700:            status = "overload"
services/adhd_engine/api/routes.py:918:    - hyperfocus_protections: Number of active hyperfocus protections
services/adhd_engine/api/routes.py:936:        # Get hyperfocus protections count
services/adhd_engine/api/routes.py:937:        hyperfocus_protections = 0
services/adhd_engine/api/routes.py:938:        if attention_str == "hyperfocused":
services/adhd_engine/api/routes.py:939:            hyperfocus_protections = 1
services/adhd_engine/api/routes.py:945:            "hyperfocus_protections": hyperfocus_protections
services/adhd_engine/api/routes.py:955:            "hyperfocus_protections": 0
services/adhd_engine/api/routes.py:1406:async def get_adhd_state(
services/adhd_engine/api/routes.py:1414:    - prompt_analyzer.py - Check state before complex requests
services/adhd_engine/api/routes.py:1447:            "attention": "focused",
services/adhd_engine/api/routes.py:1459:    Log user intent from Claude Code prompt analysis.
services/adhd_engine/api/routes.py:1461:    Used by prompt_analyzer.py UserPromptSubmit hook.
services/adhd_engine/api/routes.py:1462:    Stores intent signals for pattern detection and ADHD awareness.
services/adhd_engine/api/routes.py:1465:    - prompt_summary: First 100 chars of prompt (for privacy)
services/adhd_engine/api/routes.py:1466:    - signals: Dict of detected ADHD-relevant signals
services/adhd_engine/api/routes.py:1467:    - adhd_state: Current state at time of prompt
services/adhd_engine/api/routes.py:1471:        prompt_summary = request.get("prompt_summary", "")
services/adhd_engine/api/routes.py:1472:        signals = request.get("signals", {})
services/adhd_engine/api/routes.py:1473:        adhd_state = request.get("adhd_state", {})
services/adhd_engine/api/routes.py:1483:                        "prompt_hint": prompt_summary[:50],  # Even more truncated for privacy
services/adhd_engine/api/routes.py:1484:                        "signals": signals,
services/adhd_engine/api/routes.py:1485:                        "energy": adhd_state.get("energy"),
services/adhd_engine/api/routes.py:1486:                        "attention": adhd_state.get("attention"),
services/adhd_engine/api/routes.py:1498:            "signals": signals,
services/adhd_engine/api/routes.py:1511:            if intent.get("signals", {}).get("is_context_switch")
services/adhd_engine/api/routes.py:1519:            if intent.get("signals", {}).get("is_new_feature_request")
services/adhd_engine/api/routes.py:1527:                await emit_claude_prompt(
services/adhd_engine/api/routes.py:1528:                    prompt_summary=prompt_summary,
services/adhd_engine/api/routes.py:1529:                    signals=signals,
services/adhd_engine/api/routes.py:1530:                    adhd_state=adhd_state
services/adhd_engine/api/routes.py:1556:    - prompt_analyzer.py on context switch detection
services/adhd_engine/api/routes.py:1563:        prompt_hint = request.get("prompt_hint", "")
services/adhd_engine/api/routes.py:1575:                    additional_context={"files": files, "prompt_hint": prompt_hint}
services/adhd_engine/api/routes.py:1586:                    description=f"[{reason}] {prompt_hint}"[:100]
services/adhd_engine/api/routes.py:1599:                "prompt_hint": prompt_hint,
services/adhd_engine/api/routes.py:1611:                    prompt_hint=prompt_hint
services/adhd_engine/api/routes.py:1636:    Used by prompt_analyzer.py to warn when starting new features
services/adhd_engine/api/routes.py:1707:    - Pattern detection (rapid tool usage = possible overwhelm)
services/adhd_engine/api/routes.py:1730:        # Check for overwhelm patterns
services/adhd_engine/api/routes.py:1734:        # Pattern: Many different tools in short time = possible overwhelm
services/adhd_engine/api/routes.py:1744:        # Update hyperfocus guard if active
services/adhd_engine/api/routes.py:1745:        if hasattr(engine, 'hyperfocus_guard') and engine.hyperfocus_guard:
services/adhd_engine/api/routes.py:1747:                engine.hyperfocus_guard.record_progress("tool_use")
services/adhd_engine/api/routes.py:1848:        # Update hyperfocus guard - commit = progress
services/adhd_engine/api/routes.py:1849:        if event_type == "git_commit" and hasattr(engine, 'hyperfocus_guard') and engine.hyperfocus_guard:
services/adhd_engine/api/routes.py:1851:                engine.hyperfocus_guard.record_progress("git_commit")
services/task-orchestrator/orchestrator_integration_test.py:41:            adhd_members=1,
services/task-orchestrator/orchestrator_integration_test.py:54:            adhd_members=0,
services/task-orchestrator/orchestrator_integration_test.py:125:            "tags": ["orchestration", "adhd", "multi-team"]
services/adhd_engine/domains/task_enablement/voice_assistant.py:5:- Status queries ("how's my focus?", "what's my energy?")
services/adhd_engine/domains/task_enablement/voice_assistant.py:31:    def __init__(self, adhd_engine, default_rate: int = 175):
services/adhd_engine/domains/task_enablement/voice_assistant.py:36:            adhd_engine: ADHDAccommodationEngine instance
services/adhd_engine/domains/task_enablement/voice_assistant.py:39:        self.engine = adhd_engine
services/adhd_engine/domains/task_enablement/voice_assistant.py:111:            if any(phrase in command_lower for phrase in ['focus', 'attention', 'concentrate']):
services/adhd_engine/domains/task_enablement/voice_assistant.py:112:                return await self._handle_focus_query(user_id)
services/adhd_engine/domains/task_enablement/voice_assistant.py:132:                return "I can tell you about your focus, energy, suggested tasks, or breaks. What would you like to know?"
services/adhd_engine/domains/task_enablement/voice_assistant.py:138:    async def _handle_focus_query(self, user_id: str) -> str:
services/adhd_engine/domains/task_enablement/voice_assistant.py:139:        """Handle focus/attention state query."""
services/adhd_engine/domains/task_enablement/voice_assistant.py:147:                'focused': f"You're nicely focused right now, with {confidence:.0%} confidence. Keep it up!",
services/adhd_engine/domains/task_enablement/voice_assistant.py:149:                'hyperfocus': f"You're in hyperfocus mode! {confidence:.0%} confidence. Great for deep work, but remember to take breaks.",
services/adhd_engine/domains/task_enablement/voice_assistant.py:150:                'unknown': "I'm not sure about your focus right now. Keep working and I'll learn your patterns."
services/adhd_engine/domains/task_enablement/voice_assistant.py:153:            return responses.get(attention, "I can't determine your focus state right now.")
services/adhd_engine/domains/task_enablement/voice_assistant.py:157:            return "Sorry, couldn't check your focus state"
services/adhd_engine/domains/task_enablement/voice_assistant.py:188:            attention = attention_data.get('state', 'focused')
services/adhd_engine/domains/task_enablement/voice_assistant.py:191:            if energy == 'high' and attention == 'focused':
services/adhd_engine/domains/task_enablement/voice_assistant.py:194:                return "High energy but scattered focus. Try moderate tasks: code review, refactoring, or feature implementation."
services/adhd_engine/domains/task_enablement/voice_assistant.py:195:            elif energy == 'low' and attention == 'focused':
services/adhd_engine/domains/task_enablement/voice_assistant.py:196:                return "Low energy but still focused. Good for: documentation, writing tests, or small bug fixes."
services/adhd_engine/tests/test_activity_tracker.py:99:        assert result["average_focus_duration"] == 22
services/adhd_engine/tests/test_activity_tracker.py:118:        assert "average_focus_duration" in result
services/task-orchestrator/adhd_prioritization_demo.py:37:    FOCUSED = "focused"
services/task-orchestrator/adhd_prioritization_demo.py:39:    HYPERFOCUS = "hyperfocus"
services/task-orchestrator/adhd_prioritization_demo.py:57:    def calculate_adhd_match_score(
services/task-orchestrator/adhd_prioritization_demo.py:94:                score -= 0.1  # Too complex for sustained focus
services/task-orchestrator/adhd_prioritization_demo.py:106:            # Hyperfocus: can handle complex (>0.6)
services/task-orchestrator/adhd_prioritization_demo.py:108:                score += 0.2  # Good use of hyperfocus
services/task-orchestrator/adhd_prioritization_demo.py:112:                score -= 0.1  # Waste of hyperfocus state
services/task-orchestrator/adhd_prioritization_demo.py:158:            score = self.calculate_adhd_match_score(
services/task-orchestrator/adhd_prioritization_demo.py:193:                "adhd_match": {
services/task-orchestrator/adhd_prioritization_demo.py:276:        print(f"     Match: energy={rec['adhd_match']['energy_match']}, "
services/task-orchestrator/adhd_prioritization_demo.py:277:              f"complexity={rec['adhd_match']['complexity']:.1f}")
services/task-orchestrator/adhd_prioritization_demo.py:282:    if top_task['adhd_match']['complexity'] <= 0.3:
services/task-orchestrator/adhd_prioritization_demo.py:283:        logger.info(f"   ✓ Low-complexity task prioritized (complexity: {top_task['adhd_match']['complexity']:.1f})")
services/task-orchestrator/adhd_prioritization_demo.py:285:        logger.info(f"   ⚠️ Top task complexity: {top_task['adhd_match']['complexity']:.1f}")
services/task-orchestrator/adhd_prioritization_demo.py:291:        match_str = "✓" if rec['adhd_match']['energy_match'] else "✗"
services/adhd_engine/tests/test_predictive_engine.py:24:from adhd_engine.ml.predictive_engine import PredictiveADHDEngine
services/adhd_engine/tests/test_predictive_engine.py:25:from adhd_engine.ml.pattern_learner import EnergyPattern, AttentionPattern, BreakPattern
services/adhd_engine/tests/test_predictive_engine.py:26:from adhd_engine.models import EnergyLevel, AttentionState
services/adhd_engine/tests/test_predictive_engine.py:201:            assert ("warmup" in explanation.lower() or "peak focus" in explanation.lower())
services/adhd_engine/tests/test_predictive_engine.py:204:    async def test_predict_focused_during_peak(self, predictive_engine, mock_attention_patterns):
services/adhd_engine/tests/test_voice_assistant.py:3:from services.adhd_engine.voice_assistant import VoiceAssistant
services/adhd_engine/tests/test_voice_assistant.py:10:        engine.get_attention_state.return_value = {'state': 'focused', 'confidence': 0.9}
services/adhd_engine/tests/test_voice_assistant.py:20:            va = VoiceAssistant(adhd_engine=mock_engine)
services/adhd_engine/tests/test_voice_assistant.py:39:    async def test_handle_focus_command(self, voice_assistant, mock_engine):
services/adhd_engine/tests/test_voice_assistant.py:40:        response = await voice_assistant.handle_command("How is my focus?")
services/adhd_engine/tests/test_voice_assistant.py:41:        assert "nicely focused" in response
services/adhd_engine/tests/test_voice_assistant.py:52:        # High energy + focused = complex tasks
services/adhd_engine/tests/test_voice_assistant.py:65:        assert "tell you about your focus" in response
services/adhd_engine/domains/task_enablement/task_decomposition_event_listener.py:166:        # Ignore events from adhd-engine to avoid loops
services/adhd_engine/domains/task_enablement/task_decomposition_event_listener.py:167:        if source == "adhd-engine":
services/adhd_engine/domains/task_enablement/task_decomposition_event_listener.py:168:            logger.debug(f"Ignoring event from adhd-engine (avoid loops)")
services/adhd_engine/tests/test_energy_predictor.py:6:from services.adhd_engine.ml.energy_predictor import EnergyPatternPredictor, EnergyPrediction
services/adhd_engine/domains/interruption-shield/interruption_shield/core/models.py:19:    FOCUSED = "focused"
services/adhd_engine/domains/interruption-shield/interruption_shield/core/models.py:20:    HYPERFOCUS = "hyperfocus"
services/adhd_engine/domains/interruption-shield/interruption_shield/core/models.py:77:    adhd_engine_url: str = "http://localhost:8095"
services/adhd_engine/tests/test_adhd_config_service.py:20:from adhd_engine.adhd_config_service import (
services/adhd_engine/tests/test_adhd_config_service.py:22:    get_adhd_config_service,
services/adhd_engine/tests/test_adhd_config_service.py:23:    reset_adhd_config_service,
services/adhd_engine/tests/test_adhd_config_service.py:28:async def adhd_service(redis_client):
services/adhd_engine/tests/test_adhd_config_service.py:42:    async def test_scattered_attention_limits_results(self, adhd_service, redis_client):
services/adhd_engine/tests/test_adhd_config_service.py:45:        await redis_client.set("adhd:attention_state:user1", "scattered")
services/adhd_engine/tests/test_adhd_config_service.py:48:        max_results = await adhd_service.get_max_results("user1")
services/adhd_engine/tests/test_adhd_config_service.py:54:    async def test_focused_attention_allows_more_results(self, adhd_service, redis_client):
services/adhd_engine/tests/test_adhd_config_service.py:56:        await redis_client.set("adhd:attention_state:user1", "focused")
services/adhd_engine/tests/test_adhd_config_service.py:58:        max_results = await adhd_service.get_max_results("user1")
services/adhd_engine/tests/test_adhd_config_service.py:63:    async def test_hyperfocused_allows_maximum_results(self, adhd_service, redis_client):
services/adhd_engine/tests/test_adhd_config_service.py:64:        """Hyperfocused attention should allow 40 results."""
services/adhd_engine/tests/test_adhd_config_service.py:65:        await redis_client.set("adhd:attention_state:user1", "hyperfocused")
services/adhd_engine/tests/test_adhd_config_service.py:67:        max_results = await adhd_service.get_max_results("user1")
services/adhd_engine/tests/test_adhd_config_service.py:69:        assert max_results == 40, "Hyperfocused should allow 40 results"
services/adhd_engine/tests/test_adhd_config_service.py:72:    async def test_overwhelmed_minimizes_results(self, adhd_service, redis_client):
services/adhd_engine/tests/test_adhd_config_service.py:74:        await redis_client.set("adhd:attention_state:user1", "overwhelmed")
services/adhd_engine/tests/test_adhd_config_service.py:76:        max_results = await adhd_service.get_max_results("user1")
services/adhd_engine/tests/test_adhd_config_service.py:81:    async def test_default_when_no_state(self, adhd_service, redis_client):
services/adhd_engine/tests/test_adhd_config_service.py:84:        max_results = await adhd_service.get_max_results("user2")
services/adhd_engine/tests/test_adhd_config_service.py:93:    async def test_very_low_energy_lowers_threshold(self, adhd_service, redis_client):
services/adhd_engine/tests/test_adhd_config_service.py:95:        await redis_client.set("adhd:energy_level:user1", "very_low")
services/adhd_engine/tests/test_adhd_config_service.py:97:        threshold = await adhd_service.get_complexity_threshold("user1")
services/adhd_engine/tests/test_adhd_config_service.py:102:    async def test_low_energy_moderate_threshold(self, adhd_service, redis_client):
services/adhd_engine/tests/test_adhd_config_service.py:104:        await redis_client.set("adhd:energy_level:user1", "low")
services/adhd_engine/tests/test_adhd_config_service.py:106:        threshold = await adhd_service.get_complexity_threshold("user1")
services/adhd_engine/tests/test_adhd_config_service.py:111:    async def test_high_energy_allows_complex_tasks(self, adhd_service, redis_client):
services/adhd_engine/tests/test_adhd_config_service.py:113:        await redis_client.set("adhd:energy_level:user1", "high")
services/adhd_engine/tests/test_adhd_config_service.py:115:        threshold = await adhd_service.get_complexity_threshold("user1")
services/adhd_engine/tests/test_adhd_config_service.py:120:    async def test_hyperfocus_removes_limits(self, adhd_service, redis_client):
services/adhd_engine/tests/test_adhd_config_service.py:121:        """Hyperfocus should remove complexity limits (1.0)."""
services/adhd_engine/tests/test_adhd_config_service.py:122:        await redis_client.set("adhd:energy_level:user1", "hyperfocus")
services/adhd_engine/tests/test_adhd_config_service.py:124:        threshold = await adhd_service.get_complexity_threshold("user1")
services/adhd_engine/tests/test_adhd_config_service.py:126:        assert threshold == 1.0, "Hyperfocus should allow any complexity"
services/adhd_engine/tests/test_adhd_config_service.py:133:    async def test_scattered_minimizes_depth(self, adhd_service, redis_client):
services/adhd_engine/tests/test_adhd_config_service.py:135:        await redis_client.set("adhd:attention_state:user1", "scattered")
services/adhd_engine/tests/test_adhd_config_service.py:137:        depth = await adhd_service.get_context_depth("user1")
services/adhd_engine/tests/test_adhd_config_service.py:142:    async def test_focused_allows_standard_depth(self, adhd_service, redis_client):
services/adhd_engine/tests/test_adhd_config_service.py:144:        await redis_client.set("adhd:attention_state:user1", "focused")
services/adhd_engine/tests/test_adhd_config_service.py:146:        depth = await adhd_service.get_context_depth("user1")
services/adhd_engine/tests/test_adhd_config_service.py:151:    async def test_hyperfocused_allows_deep_exploration(self, adhd_service, redis_client):
