component_id	name	subsystem_id	container_name	purpose	public_interfaces	data_owned	dependencies	tech	stack	repo	owner	slo_availability	slo_latency	sli_metrics	alerts	security_notes	threat_model_refs	adr_ids	rfc_ids	source_uri	source_lines	created_at	updated_at	tags
COMP-current-development-	Current Development Landscape Challenges	SUB-FRAMEWORK-ECOSY		"**1. AI Tool Fragmentation**
- Developers juggle 5-12 separate AI tools daily (GitHub Copilot, ChatGPT, Claude, various code assistants)
- Context switching overhead reduces productivity by 23 minutes"	Limitations**; s lack cognitive accessibility features					Hub	Engineering Team	99.9%	P50<50ms; P99<300ms	ms						docs/04-explanation/prd-dopemux-comprehensive.md	1-23	2025-10-02T03:01:43.725166	2025-10-02T03:01:43.725167	architecture
COMP-phase-1-development-	Phase 1: Development Platform Core Components	SUB-ALTERNATIVE-1-C		"**1. Claude-flow Integration (research/architecture/DOPEMUX_COMPLETE_SYSTEM_v3.md)**
- 64-agent hive-mind system achieving 84.8% SWE-Bench solve rates
- Specialized agents: Coder, Reviewer, Tester, Ar"	(research/findings/adhd-support.md)**						Engineering Team	99.9%	P50<50ms; P99<300ms							docs/04-explanation/prd-dopemux-comprehensive.md	1-27	2025-10-02T03:01:43.727034	2025-10-02T03:01:43.727035	testing|architecture
COMP-core-system-architec	Core System Architecture	SUB-FOR-TWO-PLANE-A		"**1. Agent Orchestration Engine**
- **Technology**: Claude-flow with 64 specialized agents
- **Performance**: 84.8% SWE-Bench solve rate target
- **Coordination**: Byzantine Fault Tolerance with PBFT "	**						Engineering Team	99.9%	P50<50ms; P99<300ms							docs/04-explanation/prd-dopemux-comprehensive.md	1-27	2025-10-02T03:01:43.728575	2025-10-02T03:01:43.728576	performance|architecture
COMP-market-risks	Market Risks	SUB-7-CRITICAL-RISK		"**1. AI Model Dependency**
- **Risk**: Claude API changes or availability issues
- **Probability**: Low
- **Impact**: High
- **Mitigation**: Multi-provider support through LiteLLM, local model fallbac"	changes or availability issues; d iteration						Engineering Team	99.9%	P50<50ms; P99<300ms	ms						docs/04-explanation/prd-dopemux-comprehensive.md	1-13	2025-10-02T03:01:43.733294	2025-10-02T03:01:43.733295	api
COMP-user-adoption-risks	User Adoption Risks	SUB-7-CRITICAL-RISK		"**1. Terminal Interface Complexity**
- **Risk**: Users may find terminal-based interface intimidating
- **Probability**: Medium
- **Impact**: Medium
- **Mitigation**: Extensive onboarding, GUI options"	Complexity**; intimidating						Engineering Team	99.9%	P50<50ms; P99<300ms							docs/04-explanation/prd-dopemux-comprehensive.md	1-15	2025-10-02T03:01:43.733779	2025-10-02T03:01:43.733780	testing
COMP-3-interactions-data-	3. Interactions & Data Flow	SUB-DATA-ORGANIZATI		"*   **Component Interaction Model:**
    *   Not specified. *(Awaiting document content. This section will describe the communication patterns, e.g., Synchronous REST APIs for user-facing interactions"	"REST: APIs for user-facing interactions, an asynchronous message bus (like Kafka or RabbitMQ) for inter-service events, and gRPC for high-performance internal communication.)*; s for user-facing interactions, an asynchronous message bus (like Kafka or RabbitMQ) for inter-service events, and gRPC for high-performance internal communication.)*; Gateway then routes the request to the appropriate business logic service. Data is persisted in the primary database, and events are published to the message bus for consumption by downstream analytics and notification services."")*"	"tream analytics and notification services."")*, database: , and events are published to the message bus for consumption by downstream analytics and notification services."")*"					Engineering Team	99.9%	P50<50ms; P99<300ms							docs/04-explanation/system-bible.md	1-7	2025-10-02T03:01:43.737596	2025-10-02T03:01:43.737597	database|api|security|performance
COMP-5-design-principles-	5. Design Principles & Constraints	SUB-12-EXA-WEB-SEAR		"*   **Guiding Principles:**
    *   Not specified. *(Awaiting document content. Examples could include: ""Stateless services first,"" ""Infrastructure as Code (IaC),"" ""Domain-Driven Design (DDD),"" ""Secur"	"-first development."")*"						Engineering Team	99.9%	P50<50ms; P99<300ms			"by Design,"" ""API-first development."")*"				docs/04-explanation/system-bible.md	1-15	2025-10-02T03:01:43.738693	2025-10-02T03:01:43.738694	api|security|architecture
COMP-2-key-actors-persona	2. Key Actors & Personas	SUB-12-EXA-WEB-SEAR		"- **Who are the users or systems interacting with this component? (e.g., End-User, Administrator, Downstream Service)**
    - Indie Streamer (User)
    - Media Manager (User)
    - System Administrato"	(Downstream Service); (Downstream Service)	tream Service)**, tream Service)					Engineering Team	99.9%	P50<50ms; P99<300ms	ms						docs/04-explanation/system-bible.md	1-8	2025-10-02T03:01:43.739702	2025-10-02T03:01:43.739703	api|architecture
COMP-5-technical-constrai	5. Technical Constraints & Decisions	SUB-12-EXA-WEB-SEAR		"- **Are any specific technologies, languages, or platforms mandated?**
    - Backend: Go
    - Frontend: React (as a single-page application)
    - Infrastructure: Must be deployed on AWS.
- **Are the"	and the YouTube Live Streaming API.			Go	React		Engineering Team	99.9%	P50<50ms; P99<300ms	ms						docs/04-explanation/system-bible.md	1-9	2025-10-02T03:01:43.741146	2025-10-02T03:01:43.741147	api
COMP-6-data-integration-p	6. Data & Integration Points	SUB-DATA-ORGANIZATI		"- **What are the key data entities or models described?**
    - `User`
    - `Organization`
    - `StreamDestination`
    - `ActiveStream`
- **What are the inputs and outputs? Does it mention specific"	s?**; s:** A RESTful API will be used for the frontend, with key endpoints like `/auth/login`, `/destinations`, and `/stream/start`.; s like `/auth/login`, `/destinations`, and `/stream/start`.						Engineering Team	99.9%	P50<50ms; P99<300ms	ms						docs/04-explanation/system-bible.md	1-14	2025-10-02T03:01:43.741642	2025-10-02T03:01:43.741643	api|security
COMP-3-functional-require	3. Functional Requirements & Features	SUB-PROJECT-MEMORY-		"-   **FS-01:** As a Marketing Manager, I want to create a new ""Dope"" configuration with a unique name, so I can manage a new campaign.
-   **FS-02:** As a Marketing Manager, I want to define key-value"	REST: API endpoint using its unique name, so my application can display the correct content.; endpoint using its unique name, so my application can display the correct content.; using its unique name, so my application can display the correct content.						Engineering Team	99.9%	P50<50ms; P99<300ms							docs/04-explanation/system-bible.md	1-7	2025-10-02T03:01:43.742803	2025-10-02T03:01:43.742804	api|architecture
COMP-4-non-functional-req	4. Non-Functional Requirements (NFRs)	SUB-PROJECT-MEMORY-		"-   **Performance:** The P99 latency for the primary `GET /api/v1/dope/{name}` endpoint must be under 50ms.
-   **Scalability:** The service should be horizontally scalable.
-   **Security:** All API "	/v1/dope/{name}` endpoint must be under 50ms.; endpoints must be authenticated via JWT tokens issued by `AuthService`. No PII is to be stored in the system. The system must comply with internal data handling policies.; must be under 50ms.						Engineering Team	99.9%	P50<50ms; P99<300ms	ms, P99, latency		** All API endpoints must be authenticated via JWT tokens issued by `AuthService`. No PII is to be stored in the system. The system must comply with internal data handling policies.; JWT				docs/04-explanation/system-bible.md	1-5	2025-10-02T03:01:43.743298	2025-10-02T03:01:43.743299	performance|api|security|architecture
